Indicador,Data,Suavizada,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
IPCA,2024-04-05,S,3.653,3.5788,0.3613,2.9525,4.3951,27,1
IPCA,2024-04-05,N,3.6119,3.5923,0.4046,2.6513,5.3132,86,0
IPCA,2024-04-05,S,3.6167,3.5481,0.4559,2.4271,5.4489,74,0
IPCA,2024-04-08,N,3.6753,3.6586,0.3545,3.0,4.4619,25,1
IPCA,2024-04-08,S,3.6584,3.5773,0.376,2.9418,4.3871,23,1
IPCA,2024-04-08,N,3.6122,3.5919,0.4067,2.6513,5.3132,85,0
IPCA,2024-04-08,S,3.6162,3.5419,0.4611,2.4002,5.4652,74,0
IPCA,2024-04-09,N,3.7228,3.6745,0.3162,3.0,4.4619,30,1
IPCA,2024-04-09,S,3.7256,3.7277,0.3371,3.0403,4.3845,27,1
IPCA,2024-04-09,N,3.6123,3.5927,0.4009,2.6513,5.3132,87,0
IPCA,2024-04-09,S,3.6185,3.5626,0.4574,2.3912,5.4706,76,0
IPCA,2024-04-10,N,3.7398,3.687,0.4574,2.3912,5.2296,31,1
IPCA,2024-04-10,S,3.3468,3.5427,0.5906,2.382,3.92,4,1
IPCA,2024-04-10,N,3.6127,3.5419,0.4577,2.3912,5.4706,76,0
IPCA,2024-04-10,S,3.3468,3.5427,0.5906,2.382,3.92,4,0
IPCA,2024-04-11,N,3.6744,3.6488,0.4483,2.9383,5.2296,33,1
IPCA,2024-04-11,S,3.4464,3.4576,0.3624,2.9397,4.0732,12,1
IPCA,2024-04-11,N,3.6309,3.5767,0.4326,2.842,5.4706,77,0
IPCA,2024-04-11,S,3.4464,3.4576,0.3624,2.9397,4.0732,12,0
IPCA,2024-04-12,N,3.6588,3.6723,0.411,2.9383,5.2296,38,1
IPCA,2024-04-12,S,3.5114,3.597,0.3239,2.9404,4.0732,19,1
IPCA,2024-04-12,N,3.6358,3.5992,0.4288,2.842,5.4706,78,0
IPCA,2024-04-12,S,3.5114,3.597,0.3239,2.9404,4.0732,19,0
IPCA,2024-04-15,N,3.6663,3.6745,0.406,2.9383,5.2296,41,1
IPCA,2024-04-15,S,3.5379,3.597,0.3301,2.9424,4.1703,23,1
IPCA,2024-04-15,N,3.6451,3.6075,0.4299,2.842,5.4706,79,0
IPCA,2024-04-15,S,3.5379,3.597,0.3301,2.9424,4.1703,23,0
IPCA,2024-04-16,N,3.6198,3.6632,0.4246,2.9383,5.2296,37,1
IPCA,2024-04-16,S,3.5376,3.597,0.3304,2.9431,4.1716,23,1
IPCA,2024-04-16,N,3.6451,3.6075,0.4299,2.842,5.4706,79,0
IPCA,2024-04-16,S,3.5376,3.597,0.3304,2.9431,4.1716,23,0
IPCA,2024-04-17,N,3.5773,3.6632,0.3329,2.9383,4.1623,35,1
IPCA,2024-04-17,S,3.5297,3.57,0.3182,2.9438,4.173,24,1
IPCA,2024-04-17,N,3.6451,3.6075,0.4299,2.842,5.4706,79,0
IPCA,2024-04-17,S,3.5453,3.597,0.321,2.9438,4.173,25,0
IPCA,2024-04-18,N,3.6523,3.7153,0.3166,3.0195,4.1623,31,1
IPCA,2024-04-18,S,3.6359,3.7091,0.2953,3.0513,4.1743,21,1
IPCA,2024-04-18,N,3.6513,3.6075,0.4336,2.842,5.4706,79,0
IPCA,2024-04-18,S,3.5928,3.6413,0.341,2.9445,4.1743,28,0
IPCA,2024-04-19,N,3.687,3.6491,0.4233,2.9545,5.3866,68,1
IPCA,2024-04-19,S,3.6486,3.5971,0.393,2.9648,5.4321,56,1
IPCA,2024-04-19,N,3.6631,3.6488,0.4097,2.9545,5.3866,83,0
IPCA,2024-04-19,S,3.6315,3.5971,0.3964,2.9648,5.4321,60,0
IPCA,2024-04-22,N,3.6704,3.6276,0.4211,2.9545,5.3866,71,1
IPCA,2024-04-22,S,3.621,3.5451,0.3956,2.9678,5.4457,57,1
IPCA,2024-04-22,N,3.6632,3.654,0.4108,2.9545,5.3866,82,0
IPCA,2024-04-22,S,3.6127,3.565,0.3965,2.9678,5.4457,64,0
IPCA,2024-04-23,N,3.6722,3.6333,0.4185,2.9545,5.3866,72,1
IPCA,2024-04-23,S,3.6233,3.5629,0.3934,2.9689,5.4503,58,1
IPCA,2024-04-23,N,3.6648,3.6592,0.4086,2.9545,5.3866,83,0
IPCA,2024-04-23,S,3.6149,3.5806,0.3946,2.9689,5.4503,65,0
IPCA,2024-04-24,N,3.663,3.6124,0.4247,2.9545,5.3866,72,1
IPCA,2024-04-24,S,3.6113,3.5416,0.4007,2.9699,5.4548,58,1
IPCA,2024-04-24,N,3.6648,3.6592,0.4086,2.9545,5.3866,83,0
IPCA,2024-04-24,S,3.6142,3.5765,0.3951,2.9699,5.4548,65,0
IPCA,2024-04-25,N,3.6586,3.6124,0.4291,2.9545,5.3866,70,1
IPCA,2024-04-25,S,3.6021,3.5346,0.4057,2.9702,5.4594,56,1
IPCA,2024-04-25,N,3.6623,3.6488,0.4091,2.9545,5.3866,83,0
IPCA,2024-04-25,S,3.6107,3.5587,0.3932,2.9702,5.4594,66,0
IPCA,2024-04-26,N,3.6367,3.6276,0.3035,2.9811,4.2067,35,1
IPCA,2024-04-26,S,3.5587,3.5971,0.2876,2.9695,4.0548,28,1
IPCA,2024-04-26,N,3.6603,3.6439,0.4054,2.9545,5.3866,84,0
IPCA,2024-04-26,S,3.6144,3.5826,0.3901,2.9695,5.4639,68,0
IPCA,2024-04-29,N,3.6716,3.6592,0.2858,3.0513,4.2067,31,1
IPCA,2024-04-29,S,3.6054,3.5972,0.2674,3.0513,4.0548,26,1
IPCA,2024-04-29,N,3.6648,3.6439,0.4054,2.9545,5.3866,84,0
IPCA,2024-04-29,S,3.6179,3.5764,0.3915,2.9674,5.4776,68,0
IPCA,2024-04-30,N,3.6541,3.618,0.2963,3.0513,4.2067,33,1
IPCA,2024-04-30,S,3.5866,3.5953,0.2728,3.0513,4.0548,28,1
IPCA,2024-04-30,N,3.666,3.6439,0.4062,2.9545,5.3866,84,0
IPCA,2024-04-30,S,3.6187,3.5729,0.3929,2.9668,5.4821,68,0
IPCA,2024-05-02,N,3.652,3.618,0.2816,3.0513,4.2067,39,1
IPCA,2024-05-02,S,3.5852,3.5912,0.2621,3.0513,4.0548,32,1
IPCA,2024-05-02,N,3.6646,3.6389,0.4043,2.9545,5.3866,85,0
IPCA,2024-05-02,S,3.6164,3.5438,0.3916,2.9654,5.4912,69,0
IPCA,2024-05-03,N,3.6645,3.647,0.3559,2.9545,5.3866,70,1
IPCA,2024-05-03,S,3.6397,3.5971,0.3772,2.8412,5.4958,59,1
IPCA,2024-05-03,N,3.6621,3.6389,0.3944,2.9545,5.3866,89,0
IPCA,2024-05-03,S,3.6124,3.5932,0.3856,2.8412,5.4958,73,0
IPCA,2024-05-06,N,3.6701,3.647,0.3746,2.9545,5.3866,66,1
IPCA,2024-05-06,S,3.6422,3.5963,0.3975,2.8217,5.5094,56,1
IPCA,2024-05-06,N,3.6621,3.6389,0.3944,2.9545,5.3866,89,0
IPCA,2024-05-06,S,3.6102,3.5901,0.3875,2.8217,5.5094,73,0
IPCA,2024-05-07,N,3.6812,3.6551,0.369,2.9545,5.3866,65,1
IPCA,2024-05-07,S,3.6539,3.6006,0.3927,2.8153,5.514,55,1
IPCA,2024-05-07,N,3.6632,3.6389,0.3942,2.9545,5.3866,89,0
IPCA,2024-05-07,S,3.6108,3.5891,0.3875,2.8153,5.514,73,0
IPCA,2024-05-08,N,3.682,3.6549,0.3659,2.9545,5.3866,66,1
IPCA,2024-05-08,S,3.6539,3.6053,0.3896,2.8088,5.5185,56,1
IPCA,2024-05-08,N,3.6643,3.6488,0.394,2.9545,5.3866,89,0
IPCA,2024-05-08,S,3.6116,3.5971,0.3853,2.8088,5.5185,74,0
IPCA,2024-05-09,N,3.7051,3.6551,0.4257,2.9545,5.3866,65,1
IPCA,2024-05-09,S,3.6573,3.5967,0.4078,2.8023,5.5231,55,1
IPCA,2024-05-09,N,3.6702,3.6389,0.3991,2.9545,5.3866,89,0
IPCA,2024-05-09,S,3.6182,3.587,0.3896,2.8023,5.5231,75,0
IPCA,2024-05-10,N,3.6736,3.5556,0.3841,3.0506,4.604,33,1
IPCA,2024-05-10,S,3.6848,3.5777,0.364,3.0529,4.4081,20,1
IPCA,2024-05-10,N,3.6391,3.5779,0.4064,2.8023,5.5231,78,0
IPCA,2024-05-10,S,3.6848,3.5777,0.364,3.0529,4.4081,20,0
IPCA,2024-05-13,N,3.6654,3.5692,0.3489,3.0506,4.604,37,1
IPCA,2024-05-13,S,3.6627,3.5738,0.3369,3.0578,4.415,26,1
IPCA,2024-05-13,N,3.6413,3.5809,0.4084,2.8023,5.5231,77,0
IPCA,2024-05-13,S,3.6627,3.5738,0.3369,3.0578,4.415,26,0
IPCA,2024-05-14,N,3.6485,3.5558,0.3502,3.0506,4.604,38,1
IPCA,2024-05-14,S,3.6458,3.5735,0.3333,3.0594,4.4173,28,1
IPCA,2024-05-14,N,3.6413,3.5809,0.4084,2.8023,5.5231,77,0
IPCA,2024-05-14,S,3.6458,3.5735,0.3333,3.0594,4.4173,28,0
IPCA,2024-05-15,N,3.6198,3.5556,0.3555,2.9398,4.604,41,1
IPCA,2024-05-15,S,3.6324,3.5732,0.3499,2.9506,4.4195,30,1
IPCA,2024-05-15,N,3.6369,3.5809,0.4107,2.8023,5.5231,77,0
IPCA,2024-05-15,S,3.6324,3.5732,0.3499,2.9506,4.4195,30,0
IPCA,2024-05-16,N,3.6308,3.556,0.3587,2.9398,4.604,43,1
IPCA,2024-05-16,S,3.6495,3.5786,0.3563,2.9524,4.4218,31,1
IPCA,2024-05-16,N,3.6369,3.5809,0.4107,2.8023,5.5231,77,0
IPCA,2024-05-16,S,3.6495,3.5786,0.3563,2.9524,4.4218,31,0
IPCA,2024-05-17,N,3.597,3.5658,0.3115,2.9398,4.3731,41,1
IPCA,2024-05-17,S,3.5918,3.5558,0.3452,2.9217,4.3862,32,1
IPCA,2024-05-17,N,3.6563,3.587,0.4092,2.8023,5.5231,79,0
IPCA,2024-05-17,S,3.6244,3.5558,0.3579,2.9217,4.4241,42,0
IPCA,2024-05-20,N,3.6176,3.5663,0.3628,2.8367,4.3731,39,1
IPCA,2024-05-20,S,3.6224,3.6234,0.3994,2.8402,4.391,31,1
IPCA,2024-05-20,N,3.663,3.587,0.419,2.8023,5.5231,77,0
IPCA,2024-05-20,S,3.6241,3.5587,0.378,2.8402,4.4309,45,0
IPCA,2024-05-21,N,3.6339,3.5967,0.3634,2.8367,4.3731,37,1
IPCA,2024-05-21,S,3.6392,3.7221,0.4037,2.8405,4.3927,29,1
IPCA,2024-05-21,N,3.6616,3.587,0.4196,2.8023,5.5231,77,0
IPCA,2024-05-21,S,3.6213,3.5581,0.3792,2.8405,4.4332,45,0
IPCA,2024-05-22,N,3.6589,3.5967,0.3787,2.8367,4.4374,39,1
IPCA,2024-05-22,S,3.6728,3.7453,0.4115,2.8409,4.4416,32,1
IPCA,2024-05-22,N,3.6716,3.5919,0.426,2.8023,5.5231,78,0
IPCA,2024-05-22,S,3.6452,3.5767,0.3917,2.8409,4.4416,47,0
IPCA,2024-05-23,N,3.6757,3.6797,0.4189,2.5493,4.604,40,1
IPCA,2024-05-23,S,3.6536,3.724,0.42,2.5493,4.4419,35,1
IPCA,2024-05-23,N,3.6531,3.5919,0.4338,2.5493,5.5231,80,0
IPCA,2024-05-23,S,3.6292,3.6091,0.412,2.5493,4.4419,50,0
IPCA,2024-05-24,N,3.6823,3.657,0.4401,2.5493,5.4286,70,1
IPCA,2024-05-24,S,3.6752,3.6784,0.4586,2.5493,5.5321,62,1
IPCA,2024-05-24,N,3.6566,3.5971,0.4229,2.5493,5.4286,87,0
IPCA,2024-05-24,S,3.6562,3.6587,0.4461,2.5493,5.5321,74,0
IPCA,2024-05-27,N,3.6744,3.657,0.4419,2.5493,5.4286,70,1
IPCA,2024-05-27,S,3.6632,3.6664,0.4588,2.5493,5.5529,63,1
IPCA,2024-05-27,N,3.6575,3.6174,0.4206,2.5493,5.4286,88,0
IPCA,2024-05-27,S,3.6563,3.6664,0.4449,2.5493,5.5529,75,0
IPCA,2024-05-28,N,3.6744,3.657,0.4419,2.5493,5.4286,70,1
IPCA,2024-05-28,S,3.6628,3.6725,0.4596,2.5493,5.5598,63,1
IPCA,2024-05-28,N,3.6575,3.6174,0.4206,2.5493,5.4286,88,0
IPCA,2024-05-28,S,3.6559,3.6725,0.4455,2.5493,5.5598,75,0
IPCA,2024-05-29,N,3.656,3.652,0.4362,2.5493,5.4286,68,1
IPCA,2024-05-29,S,3.6386,3.6555,0.4541,2.5493,5.5667,61,1
IPCA,2024-05-29,N,3.6588,3.6377,0.4182,2.5493,5.4286,89,0
IPCA,2024-05-29,S,3.6545,3.6786,0.4407,2.5493,5.5667,77,0
IPCA,2024-05-31,N,3.7014,3.6917,0.4339,2.9398,5.4286,71,1
IPCA,2024-05-31,S,3.6958,3.6911,0.4626,2.8541,5.5805,63,1
IPCA,2024-05-31,N,3.6832,3.6541,0.4342,2.5493,5.4286,90,0
IPCA,2024-05-31,S,3.6798,3.6909,0.4629,2.5493,5.5805,79,0
IPCA,2024-06-03,N,3.695,3.695,0.3894,2.9398,4.9137,36,1
IPCA,2024-06-03,S,3.6854,3.6901,0.3922,2.9847,5.0854,33,1
IPCA,2024-06-03,N,3.6983,3.6685,0.4164,2.8367,5.4286,90,0
IPCA,2024-06-03,S,3.696,3.7044,0.4468,2.8416,5.6012,79,0
IPCA,2024-06-04,N,3.736,3.6982,0.3658,3.0506,4.9137,33,1
IPCA,2024-06-04,S,3.7258,3.7001,0.3744,3.0255,5.0923,30,1
IPCA,2024-06-04,N,3.6983,3.6685,0.4164,2.8367,5.4286,90,0
IPCA,2024-06-04,S,3.6956,3.7024,0.4478,2.8375,5.6081,79,0
IPCA,2024-06-05,N,3.7319,3.6848,0.3388,3.2528,4.9137,36,1
IPCA,2024-06-05,S,3.7253,3.6895,0.3594,3.3024,5.0992,31,1
IPCA,2024-06-05,N,3.6983,3.6685,0.4164,2.8367,5.4286,90,0
IPCA,2024-06-05,S,3.6953,3.7005,0.4488,2.8333,5.615,79,0
IPCA,2024-06-06,N,3.7393,3.6779,0.3515,3.2528,4.9137,33,1
IPCA,2024-06-06,S,3.7345,3.6916,0.3773,3.2995,5.1061,28,1
IPCA,2024-06-06,N,3.6983,3.6685,0.4164,2.8367,5.4286,90,0
IPCA,2024-06-06,S,3.6949,3.6985,0.4498,2.8291,5.6219,79,0
IPCA,2024-06-07,N,3.6962,3.6305,0.3311,3.0506,4.604,30,1
IPCA,2024-06-07,S,3.6721,3.6465,0.332,3.0226,4.4468,25,1
IPCA,2024-06-07,N,3.6987,3.6709,0.417,2.8367,5.4286,90,0
IPCA,2024-06-07,S,3.6959,3.7103,0.4515,2.8249,5.6288,79,0
IPCA,2024-06-10,N,3.6263,3.5528,0.2896,3.0506,4.4374,30,1
IPCA,2024-06-10,S,3.6317,3.5714,0.3348,3.0197,4.4478,26,1
IPCA,2024-06-10,N,3.698,3.6709,0.4135,2.8367,5.4286,92,0
IPCA,2024-06-10,S,3.6916,3.7006,0.4478,2.8124,5.6496,82,0
IPCA,2024-06-11,N,3.6501,3.6076,0.3332,3.0197,4.4478,29,1
IPCA,2024-06-11,S,3.5959,3.5912,0.3402,3.1028,4.0195,6,1
IPCA,2024-06-11,N,3.698,3.7103,0.445,2.8124,5.6496,83,0
IPCA,2024-06-11,S,3.5959,3.5912,0.3402,3.1028,4.0195,6,0
IPCA,2024-06-12,N,3.6727,3.6447,0.3344,3.0197,4.4478,27,1
IPCA,2024-06-12,S,3.5603,3.4266,0.327,3.1028,4.0184,7,1
IPCA,2024-06-12,N,3.698,3.7103,0.445,2.8124,5.6496,83,0
IPCA,2024-06-12,S,3.5603,3.4266,0.327,3.1028,4.0184,7,0
IPCA,2024-06-13,N,3.7047,3.6469,0.3462,3.0197,4.4495,31,1
IPCA,2024-06-13,S,3.6319,3.5771,0.3626,3.0176,4.4808,16,1
IPCA,2024-06-13,N,3.6978,3.7103,0.4472,2.8124,5.6496,83,0
IPCA,2024-06-13,S,3.6319,3.5771,0.3626,3.0176,4.4808,16,0
IPCA,2024-06-14,N,3.7127,3.74,0.434,2.6383,5.6171,72,1
IPCA,2024-06-14,S,3.7132,3.7163,0.4695,2.627,5.6099,51,1
IPCA,2024-06-14,N,3.7164,3.7272,0.4489,2.6383,5.6171,88,0
IPCA,2024-06-14,S,3.7132,3.7163,0.4695,2.627,5.6099,51,0
IPCA,2024-06-17,N,3.7059,3.74,0.4406,2.6383,5.6171,72,1
IPCA,2024-06-17,S,3.7004,3.7151,0.475,2.6185,5.6044,52,1
IPCA,2024-06-17,N,3.7057,3.7224,0.4537,2.6383,5.6171,88,0
IPCA,2024-06-17,S,3.7004,3.7151,0.475,2.6185,5.6044,52,0
IPCA,2024-06-18,N,3.7181,3.749,0.4425,2.6383,5.6171,69,1
IPCA,2024-06-18,S,3.716,3.7215,0.4807,2.6157,5.6026,49,1
IPCA,2024-06-18,N,3.7057,3.7224,0.4537,2.6383,5.6171,88,0
IPCA,2024-06-18,S,3.7005,3.7165,0.4753,2.6157,5.6026,52,0
IPCA,2024-06-19,N,3.7184,3.749,0.4427,2.6383,5.6171,69,1
IPCA,2024-06-19,S,3.7209,3.7324,0.4775,2.6129,5.6008,50,1
IPCA,2024-06-19,N,3.7086,3.7234,0.452,2.6383,5.6171,89,0
IPCA,2024-06-19,S,3.7056,3.725,0.4725,2.6129,5.6008,53,0
IPCA,2024-06-20,N,3.7105,3.7309,0.4568,2.6383,5.6171,67,1
IPCA,2024-06-20,S,3.7035,3.7095,0.4946,2.6101,5.599,49,1
IPCA,2024-06-20,N,3.712,3.7234,0.4491,2.6383,5.6171,89,0
IPCA,2024-06-20,S,3.689,3.7095,0.4761,2.6101,5.599,55,0
IPCA,2024-06-21,N,3.7501,3.7309,0.4867,2.7409,5.6171,61,1
IPCA,2024-06-21,S,3.6909,3.7038,0.4665,2.7137,5.5972,49,1
IPCA,2024-06-21,N,3.7208,3.7234,0.4462,2.7409,5.6171,89,0
IPCA,2024-06-21,S,3.6886,3.7289,0.4536,2.7137,5.5972,61,0
IPCA,2024-06-24,N,3.7668,3.7557,0.4762,2.7409,5.6171,64,1
IPCA,2024-06-24,S,3.6973,3.7057,0.4618,2.7062,5.5917,50,1
IPCA,2024-06-24,N,3.7261,3.7272,0.4478,2.7409,5.6171,90,0
IPCA,2024-06-24,S,3.6886,3.7129,0.4479,2.7062,5.5917,63,0
IPCA,2024-06-25,N,3.7561,3.749,0.4743,2.7409,5.6171,65,1
IPCA,2024-06-25,S,3.6846,3.6967,0.4578,2.7038,5.5899,51,1
IPCA,2024-06-25,N,3.7264,3.74,0.4478,2.7409,5.6171,90,0
IPCA,2024-06-25,S,3.689,3.7215,0.4443,2.7038,5.5899,64,0
IPCA,2024-06-26,N,3.7529,3.749,0.4777,2.7409,5.6171,67,1
IPCA,2024-06-26,S,3.6789,3.6764,0.466,2.7013,5.5881,52,1
IPCA,2024-06-26,N,3.7324,3.749,0.4489,2.7409,5.6171,91,0
IPCA,2024-06-26,S,3.6977,3.7338,0.4464,2.7013,5.5881,65,0
IPCA,2024-06-27,N,3.7689,3.7524,0.4735,2.7409,5.6171,65,1
IPCA,2024-06-27,S,3.691,3.6931,0.4672,2.6988,5.5863,49,1
IPCA,2024-06-27,N,3.7324,3.749,0.4489,2.7409,5.6171,91,0
IPCA,2024-06-27,S,3.6974,3.732,0.4463,2.6988,5.5863,65,0
IPCA,2024-06-28,N,3.7406,3.7507,0.3348,3.0197,4.4478,48,1
IPCA,2024-06-28,S,3.7073,3.7414,0.3354,3.007,4.3109,34,1
IPCA,2024-06-28,N,3.7314,3.749,0.4511,2.7409,5.6171,91,0
IPCA,2024-06-28,S,3.7025,3.7317,0.4448,2.6963,5.5845,66,0
IPCA,2024-07-01,N,3.727,3.7507,0.3494,3.0197,4.4478,46,1
IPCA,2024-07-01,S,3.6792,3.732,0.349,3.0048,4.3109,34,1
IPCA,2024-07-01,N,3.7339,3.7507,0.453,2.7409,5.6171,90,0
IPCA,2024-07-01,S,3.7015,3.7213,0.4444,2.6889,5.5791,66,0
IPCA,2024-07-02,N,3.7264,3.749,0.3533,3.0197,4.4478,45,1
IPCA,2024-07-02,S,3.6768,3.7333,0.3544,3.0041,4.3109,33,1
IPCA,2024-07-02,N,3.7339,3.7507,0.453,2.7409,5.6171,90,0
IPCA,2024-07-02,S,3.7012,3.7156,0.4443,2.6864,5.5772,66,0
IPCA,2024-07-03,N,3.7438,3.7508,0.3113,3.0407,4.4478,40,1
IPCA,2024-07-03,S,3.7185,3.7616,0.301,3.0162,4.3109,30,1
IPCA,2024-07-03,N,3.7365,3.7525,0.4524,2.7409,5.6171,90,0
IPCA,2024-07-03,S,3.7042,3.7245,0.4441,2.684,5.5754,66,0
IPCA,2024-07-04,N,3.7121,3.74,0.3223,3.0197,4.4478,38,1
IPCA,2024-07-04,S,3.6835,3.7512,0.3109,3.0027,4.2276,29,1
IPCA,2024-07-04,N,3.7354,3.7525,0.4519,2.7409,5.6171,90,0
IPCA,2024-07-04,S,3.7069,3.7319,0.4408,2.6815,5.5736,67,0
IPCA,2024-07-05,N,3.8572,3.8233,0.448,3.0197,5.1336,28,1
IPCA,2024-07-05,S,3.7525,3.7601,0.3673,3.002,4.3143,22,1
IPCA,2024-07-05,N,3.7386,3.7526,0.4591,2.7409,5.6171,91,0
IPCA,2024-07-05,S,3.7093,3.7387,0.4479,2.679,5.5718,68,0
IPCA,2024-07-08,N,3.8671,3.8201,0.4446,3.0197,5.1336,29,1
IPCA,2024-07-08,S,3.7715,3.7826,0.3724,2.9999,4.3122,23,1
IPCA,2024-07-08,N,3.7418,3.7575,0.4581,2.7409,5.6171,90,0
IPCA,2024-07-08,S,3.7072,3.7328,0.4463,2.6716,5.5664,68,0
IPCA,2024-07-09,N,3.8544,3.8119,0.4425,3.0197,5.1336,30,1
IPCA,2024-07-09,S,3.7597,3.7735,0.369,2.9992,4.3114,24,1
IPCA,2024-07-09,N,3.739,3.7526,0.4564,2.7409,5.6171,91,0
IPCA,2024-07-09,S,3.704,3.7283,0.4438,2.6691,5.5646,69,0
IPCA,2024-07-10,N,3.7461,3.7608,0.3639,2.9992,4.3114,26,1
IPCA,2024-07-10,S,3.3334,3.4529,0.2395,2.9992,3.5481,3,1
IPCA,2024-07-10,N,3.7018,3.7231,0.441,2.6691,5.5646,70,0
IPCA,2024-07-10,S,3.3334,3.4529,0.2395,2.9992,3.5481,3,0
IPCA,2024-07-11,N,3.7232,3.75,0.3757,2.9992,4.3114,30,1
IPCA,2024-07-11,S,3.4625,3.4909,0.3318,2.9992,4.1257,8,1
IPCA,2024-07-11,N,3.7059,3.7283,0.4364,2.6691,5.5646,73,0
IPCA,2024-07-11,S,3.4625,3.4909,0.3318,2.9992,4.1257,8,0
IPCA,2024-07-12,N,3.6785,3.6041,0.3615,2.9992,4.3624,31,1
IPCA,2024-07-12,S,3.6513,3.5689,0.3664,2.9992,4.3728,22,1
IPCA,2024-07-12,N,3.7143,3.7308,0.4297,2.6691,5.5646,76,0
IPCA,2024-07-12,S,3.6513,3.5689,0.3664,2.9992,4.3728,22,0
IPCA,2024-07-15,N,3.6903,3.6423,0.3571,2.9992,4.3624,33,1
IPCA,2024-07-15,S,3.6919,3.5981,0.3659,2.9992,4.3832,25,1
IPCA,2024-07-15,N,3.7163,3.7308,0.4219,2.6691,5.5646,72,0
IPCA,2024-07-15,S,3.6919,3.5981,0.3659,2.9992,4.3832,25,0
IPCA,2024-07-16,N,3.7359,3.7499,0.3923,2.9992,4.8167,36,1
IPCA,2024-07-16,S,3.7486,3.6837,0.4026,2.9992,4.7649,28,1
IPCA,2024-07-16,N,3.7337,3.7375,0.4356,2.6691,5.5646,74,0
IPCA,2024-07-16,S,3.7486,3.6837,0.4026,2.9992,4.7649,28,0
IPCA,2024-07-17,N,3.7471,3.7579,0.3959,3.01,4.8167,33,1
IPCA,2024-07-17,S,3.7727,3.7319,0.4009,3.021,4.7575,26,1
IPCA,2024-07-17,N,3.7332,3.7375,0.4359,2.6691,5.5646,74,0
IPCA,2024-07-17,S,3.7269,3.6325,0.41,2.9992,4.7575,29,0
IPCA,2024-07-18,N,3.7693,3.7499,0.3685,3.1028,4.8167,36,1
IPCA,2024-07-18,S,3.8069,3.7696,0.3689,3.1121,4.7501,28,1
IPCA,2024-07-18,N,3.7339,3.7418,0.4314,2.6691,5.5646,77,0
IPCA,2024-07-18,S,3.7393,3.6312,0.3902,2.9992,4.7501,35,0
IPCA,2024-07-19,N,3.7776,3.765,0.4407,2.6998,5.5539,66,1
IPCA,2024-07-19,S,3.7893,3.7478,0.4525,2.7648,5.5468,59,1
IPCA,2024-07-19,N,3.7492,3.7419,0.4293,2.6998,5.5539,88,0
IPCA,2024-07-19,S,3.7635,3.7224,0.4514,2.7648,5.5468,70,0
IPCA Livres,2021-09-14,N,3.257,3.257,0.0,3.257,3.257,1,1
IPCA Livres,2021-09-14,S,3.2357,3.2357,0.0,3.2357,3.2357,1,1
IPCA Livres,2021-09-14,N,3.257,3.257,0.0,3.257,3.257,1,0
IPCA Livres,2021-09-14,S,3.2357,3.2357,0.0,3.2357,3.2357,1,0
IPCA Livres,2021-09-15,N,3.6655,3.6655,0.4085,3.257,4.0739,2,1
IPCA Livres,2021-09-15,S,3.2322,3.2322,0.0,3.2322,3.2322,1,1
IPCA Livres,2021-09-15,N,3.6655,3.6655,0.4085,3.257,4.0739,2,0
IPCA Livres,2021-09-15,S,3.2322,3.2322,0.0,3.2322,3.2322,1,0
IPCA Livres,2021-09-16,N,3.5899,3.5143,0.2986,3.257,4.0739,4,1
IPCA Livres,2021-09-16,S,3.4095,3.4954,0.128,3.2286,3.5046,3,1
IPCA Livres,2021-09-16,N,3.5899,3.5143,0.2986,3.257,4.0739,4,0
IPCA Livres,2021-09-16,S,3.4095,3.4954,0.128,3.2286,3.5046,3,0
IPCA Livres,2021-09-17,N,3.6215,3.56,0.3088,3.1956,4.2082,12,1
IPCA Livres,2021-09-17,S,3.5959,3.5343,0.3205,3.1509,4.205,12,1
IPCA Livres,2021-09-17,N,3.6215,3.56,0.3088,3.1956,4.2082,12,0
IPCA Livres,2021-09-17,S,3.5959,3.5343,0.3205,3.1509,4.205,12,0
IPCA Livres,2021-09-20,N,3.6291,3.5961,0.2979,3.1956,4.2082,13,1
IPCA Livres,2021-09-20,S,3.5937,3.5533,0.3129,3.136,4.2039,13,1
IPCA Livres,2021-09-20,N,3.6291,3.5961,0.2979,3.1956,4.2082,13,0
IPCA Livres,2021-09-20,S,3.5937,3.5533,0.3129,3.136,4.2039,13,0
IPCA Livres,2021-09-21,N,3.6291,3.5961,0.2979,3.1956,4.2082,13,1
IPCA Livres,2021-09-21,S,3.5907,3.5497,0.3144,3.131,4.2036,13,1
IPCA Livres,2021-09-21,N,3.6291,3.5961,0.2979,3.1956,4.2082,13,0
IPCA Livres,2021-09-21,S,3.5907,3.5497,0.3144,3.131,4.2036,13,0
IPCA Livres,2021-09-22,N,3.6746,3.648,0.3305,3.1956,4.2655,14,1
IPCA Livres,2021-09-22,S,3.6333,3.6037,0.3458,3.126,4.2251,14,1
IPCA Livres,2021-09-22,N,3.6746,3.648,0.3305,3.1956,4.2655,14,0
IPCA Livres,2021-09-22,S,3.6333,3.6037,0.3458,3.126,4.2251,14,0
IPCA Livres,2021-09-23,N,3.6877,3.6999,0.3395,3.1956,4.2655,13,1
IPCA Livres,2021-09-23,S,3.64,3.6568,0.3584,3.1211,4.2223,13,1
IPCA Livres,2021-09-23,N,3.6746,3.648,0.3305,3.1956,4.2655,14,0
