Indicador,Data,Suavizada,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
IPCA Bens industrializados,2023-06-09,S,2.3852,2.1744,0.859,1.3371,3.704,10,1
IPCA Bens industrializados,2023-06-09,N,2.8217,3.1974,1.0307,0.3417,5.2397,40,0
IPCA Bens industrializados,2023-06-09,S,2.3852,2.1744,0.859,1.3371,3.704,10,0
IPCA Bens industrializados,2023-06-12,N,2.3802,2.0888,0.924,1.338,3.9697,13,1
IPCA Bens industrializados,2023-06-12,S,2.447,2.1731,0.9353,1.3363,3.924,12,1
IPCA Bens industrializados,2023-06-12,N,2.8338,3.1974,1.0124,0.3417,5.2397,40,0
IPCA Bens industrializados,2023-06-12,S,2.447,2.1731,0.9353,1.3363,3.924,12,0
IPCA Bens industrializados,2023-06-13,N,2.4399,2.1758,0.9161,1.338,3.9697,14,1
IPCA Bens industrializados,2023-06-13,S,2.4478,2.1726,0.9354,1.336,3.9164,12,1
IPCA Bens industrializados,2023-06-13,N,2.8338,3.1974,1.0124,0.3417,5.2397,40,0
IPCA Bens industrializados,2023-06-13,S,2.4478,2.1726,0.9354,1.336,3.9164,12,0
IPCA Bens industrializados,2023-06-14,N,2.4632,2.1758,0.8865,1.338,3.9697,16,1
IPCA Bens industrializados,2023-06-14,S,2.478,2.1722,0.9027,1.3357,3.9088,14,1
IPCA Bens industrializados,2023-06-14,N,2.8231,3.1974,1.0188,0.3417,5.2397,40,0
IPCA Bens industrializados,2023-06-14,S,2.478,2.1722,0.9027,1.3357,3.9088,14,0
IPCA Bens industrializados,2023-06-15,N,2.6184,2.5793,0.9011,1.338,3.9697,13,1
IPCA Bens industrializados,2023-06-15,S,2.5788,2.326,0.927,1.3354,3.9011,12,1
IPCA Bens industrializados,2023-06-15,N,2.8231,3.1974,1.0188,0.3417,5.2397,40,0
IPCA Bens industrializados,2023-06-15,S,2.4793,2.1717,0.9032,1.3354,3.9011,14,0
IPCA Bens industrializados,2023-06-16,N,2.788,2.8417,0.9509,1.1147,4.9464,35,1
IPCA Bens industrializados,2023-06-16,S,2.7345,2.7997,0.9428,1.1343,5.0418,31,1
IPCA Bens industrializados,2023-06-16,N,2.7312,2.8132,0.9991,0.3417,4.9464,44,0
IPCA Bens industrializados,2023-06-16,S,2.6969,2.7351,0.9284,1.1343,5.0418,37,0
IPCA Bens industrializados,2023-06-19,N,2.6949,2.7538,0.9482,1.1147,4.9464,36,1
IPCA Bens industrializados,2023-06-19,S,2.6397,2.6877,0.937,1.1456,5.0705,32,1
IPCA Bens industrializados,2023-06-19,N,2.7459,2.7846,0.9393,1.1147,4.9464,41,0
IPCA Bens industrializados,2023-06-19,S,2.7006,2.7387,0.9281,1.1456,5.0705,37,0
IPCA Bens industrializados,2023-06-20,N,2.68,2.723,0.9575,1.1147,4.9464,35,1
IPCA Bens industrializados,2023-06-20,S,2.6412,2.6882,0.9376,1.148,5.08,32,1
IPCA Bens industrializados,2023-06-20,N,2.7459,2.7846,0.9393,1.1147,4.9464,41,0
IPCA Bens industrializados,2023-06-20,S,2.7016,2.7399,0.9283,1.148,5.08,37,0
IPCA Bens industrializados,2023-06-21,N,2.6634,2.6818,0.9665,1.1147,4.9464,34,1
IPCA Bens industrializados,2023-06-21,S,2.6199,2.6361,0.9445,1.1504,5.0896,31,1
IPCA Bens industrializados,2023-06-21,N,2.7459,2.7846,0.9393,1.1147,4.9464,41,0
IPCA Bens industrializados,2023-06-21,S,2.7027,2.7411,0.9285,1.1504,5.0896,37,0
IPCA Bens industrializados,2023-06-22,N,2.6663,2.723,0.9806,1.1147,4.9464,33,1
IPCA Bens industrializados,2023-06-22,S,2.6239,2.6891,0.9602,1.1527,5.0991,30,1
IPCA Bens industrializados,2023-06-22,N,2.7462,2.7846,0.939,1.1147,4.9464,41,0
IPCA Bens industrializados,2023-06-22,S,2.704,2.7423,0.9284,1.1527,5.0991,37,0
IPCA Bens industrializados,2023-06-23,N,2.4909,2.4868,1.0869,-0.2386,4.9464,32,1
IPCA Bens industrializados,2023-06-23,S,2.4906,2.5022,1.096,-0.2567,5.1087,30,1
IPCA Bens industrializados,2023-06-23,N,2.6479,2.723,1.0324,-0.2386,4.9464,43,0
IPCA Bens industrializados,2023-06-23,S,2.617,2.6895,1.0215,-0.2567,5.1087,40,0
IPCA Bens industrializados,2023-06-26,N,2.7886,2.6818,1.8219,-0.2386,10.9936,32,1
IPCA Bens industrializados,2023-06-26,S,2.8072,2.6909,1.8536,-0.2599,10.9011,30,1
IPCA Bens industrializados,2023-06-26,N,2.8376,2.7538,1.6089,-0.2386,10.9936,44,0
IPCA Bens industrializados,2023-06-26,S,2.8224,2.7471,1.6286,-0.2599,10.9011,41,0
IPCA Bens industrializados,2023-06-27,N,2.7886,2.6818,1.8219,-0.2386,10.9936,32,1
IPCA Bens industrializados,2023-06-27,S,2.8086,2.6913,1.8533,-0.2609,10.8964,30,1
IPCA Bens industrializados,2023-06-27,N,2.8376,2.7538,1.6089,-0.2386,10.9936,44,0
IPCA Bens industrializados,2023-06-27,S,2.8234,2.7483,1.6282,-0.2609,10.8964,41,0
IPCA Bens industrializados,2023-06-28,N,2.7486,2.6406,1.8083,-0.2386,10.9936,33,1
IPCA Bens industrializados,2023-06-28,S,2.77,2.634,1.8361,-0.262,10.8918,31,1
IPCA Bens industrializados,2023-06-28,N,2.8376,2.7538,1.6089,-0.2386,10.9936,44,0
IPCA Bens industrializados,2023-06-28,S,2.8244,2.7495,1.6277,-0.262,10.8918,41,0
IPCA Bens industrializados,2023-06-29,N,2.7883,2.6818,1.8221,-0.2386,10.9936,32,1
IPCA Bens industrializados,2023-06-29,S,2.8146,2.6922,1.8506,-0.2631,10.8872,30,1
IPCA Bens industrializados,2023-06-29,N,2.8376,2.7538,1.6089,-0.2386,10.9936,44,0
IPCA Bens industrializados,2023-06-29,S,2.8254,2.7507,1.6274,-0.2631,10.8872,41,0
IPCA Bens industrializados,2023-06-30,N,2.5123,2.4247,1.1283,-0.1912,4.9464,21,1
IPCA Bens industrializados,2023-06-30,S,2.5124,2.4681,1.1672,-0.2321,5.1755,19,1
IPCA Bens industrializados,2023-06-30,N,2.6048,2.61,1.0201,-0.1912,4.9464,46,0
IPCA Bens industrializados,2023-06-30,S,2.5743,2.5376,1.0099,-0.2321,5.1755,43,0
IPCA Bens industrializados,2023-07-03,N,2.4378,2.2674,1.154,-0.1912,4.9464,22,1
IPCA Bens industrializados,2023-07-03,S,2.4377,2.2918,1.1957,-0.2372,5.2042,20,1
IPCA Bens industrializados,2023-07-03,N,2.602,2.61,1.0247,-0.1912,4.9464,46,0
IPCA Bens industrializados,2023-07-03,S,2.5739,2.5349,1.016,-0.2372,5.2042,43,0
IPCA Bens industrializados,2023-07-04,N,2.4731,2.5327,1.1522,-0.1912,4.9464,22,1
IPCA Bens industrializados,2023-07-04,S,2.4805,2.5538,1.1961,-0.2389,5.2138,20,1
IPCA Bens industrializados,2023-07-04,N,2.602,2.61,1.0247,-0.1912,4.9464,46,0
IPCA Bens industrializados,2023-07-04,S,2.5747,2.534,1.0165,-0.2389,5.2138,43,0
IPCA Bens industrializados,2023-07-05,N,2.4777,2.5793,1.1271,-0.1912,4.9464,23,1
IPCA Bens industrializados,2023-07-05,S,2.4846,2.527,1.1691,-0.2406,5.2233,21,1
IPCA Bens industrializados,2023-07-05,N,2.602,2.61,1.0247,-0.1912,4.9464,46,0
IPCA Bens industrializados,2023-07-05,S,2.5755,2.5331,1.0171,-0.2406,5.2233,43,0
IPCA Bens industrializados,2023-07-06,N,2.5425,2.61,1.1463,-0.1912,4.9464,24,1
IPCA Bens industrializados,2023-07-06,S,2.5566,2.5784,1.1885,-0.2423,5.2329,22,1
IPCA Bens industrializados,2023-07-06,N,2.6324,2.6406,1.0345,-0.1912,4.9464,47,0
IPCA Bens industrializados,2023-07-06,S,2.6094,2.5819,1.0292,-0.2423,5.2329,44,0
IPCA Bens industrializados,2023-07-07,N,2.1952,2.4247,1.1687,-0.283,4.0327,13,1
IPCA Bens industrializados,2023-07-07,S,2.2728,2.4807,1.1978,-0.2942,4.0327,13,1
IPCA Bens industrializados,2023-07-07,N,2.6295,2.6406,1.0397,-0.283,4.9464,47,0
IPCA Bens industrializados,2023-07-07,S,2.612,2.5813,1.0356,-0.2942,5.2425,44,0
IPCA Bens industrializados,2023-07-10,N,2.2902,2.502,1.1788,-0.283,4.0327,14,1
IPCA Bens industrializados,2023-07-10,S,2.3656,2.5021,1.2041,-0.2953,4.0327,14,1
IPCA Bens industrializados,2023-07-10,N,2.6172,2.6406,1.0527,-0.283,4.9464,45,0
IPCA Bens industrializados,2023-07-10,S,2.6019,2.5795,1.0527,-0.2953,5.2711,42,0
IPCA Bens industrializados,2023-07-11,N,2.3225,2.3592,1.1973,-0.2953,4.0327,14,1
IPCA Bens industrializados,2023-07-11,S,2.2311,2.2311,0.0,2.2311,2.2311,1,1
IPCA Bens industrializados,2023-07-11,N,2.5933,2.5286,1.0419,-0.2953,5.2711,43,0
IPCA Bens industrializados,2023-07-11,S,2.2311,2.2311,0.0,2.2311,2.2311,1,0
IPCA Bens industrializados,2023-07-12,N,2.4708,2.3592,1.2232,-0.2953,4.0327,16,1
IPCA Bens industrializados,2023-07-12,S,2.9655,2.9655,0.7354,2.2301,3.7008,2,1
IPCA Bens industrializados,2023-07-12,N,2.5933,2.5286,1.0419,-0.2953,5.2711,43,0
IPCA Bens industrializados,2023-07-12,S,2.9655,2.9655,0.7354,2.2301,3.7008,2,0
IPCA Bens industrializados,2023-07-13,N,2.3687,2.2321,1.1911,-0.2953,3.9607,15,1
IPCA Bens industrializados,2023-07-13,S,2.4712,2.2291,0.9172,1.4887,3.6958,3,1
IPCA Bens industrializados,2023-07-13,N,2.594,2.5286,1.0411,-0.2953,5.2711,43,0
IPCA Bens industrializados,2023-07-13,S,2.4712,2.2291,0.9172,1.4887,3.6958,3,0
IPCA Bens industrializados,2023-07-14,N,2.4615,2.3643,1.2766,-0.2933,4.0327,14,1
IPCA Bens industrializados,2023-07-14,S,1.9062,1.8584,1.3784,-0.2734,3.6908,6,1
IPCA Bens industrializados,2023-07-14,N,2.5919,2.5286,1.0372,-0.2933,5.2711,43,0
IPCA Bens industrializados,2023-07-14,S,1.9062,1.8584,1.3784,-0.2734,3.6908,6,0
IPCA Bens industrializados,2023-07-17,N,2.3766,2.181,1.2902,-0.2933,4.0327,13,1
IPCA Bens industrializados,2023-07-17,S,1.8952,1.8291,1.3677,-0.2584,3.6758,6,1
IPCA Bens industrializados,2023-07-17,N,2.5694,2.5179,1.0524,-0.2933,5.2711,41,0
IPCA Bens industrializados,2023-07-17,S,1.8952,1.8291,1.3677,-0.2584,3.6758,6,0
IPCA Bens industrializados,2023-07-18,N,2.3766,2.181,1.2902,-0.2933,4.0327,13,1
IPCA Bens industrializados,2023-07-18,S,1.8945,1.8283,1.3648,-0.2534,3.6708,6,1
IPCA Bens industrializados,2023-07-18,N,2.5694,2.5179,1.0524,-0.2933,5.2711,41,0
IPCA Bens industrializados,2023-07-18,S,1.8945,1.8283,1.3648,-0.2534,3.6708,6,0
IPCA Bens industrializados,2023-07-19,N,2.1932,2.181,1.3652,-0.2933,4.0327,9,1
IPCA Bens industrializados,2023-07-19,S,1.5394,1.4887,1.2133,-0.2484,3.377,5,1
IPCA Bens industrializados,2023-07-19,N,2.5694,2.5179,1.0524,-0.2933,5.2711,41,0
IPCA Bens industrializados,2023-07-19,S,1.8938,1.8275,1.3619,-0.2484,3.6658,6,0
IPCA Bens industrializados,2023-07-20,N,2.3897,2.4965,1.3769,-0.2933,4.0327,9,1
IPCA Bens industrializados,2023-07-20,S,1.8939,2.1645,1.3901,-0.2434,3.3744,5,1
IPCA Bens industrializados,2023-07-20,N,2.5858,2.5742,1.045,-0.2933,5.2711,42,0
IPCA Bens industrializados,2023-07-20,S,2.0884,2.1645,1.3461,-0.2434,3.6608,7,0
IPCA Bens industrializados,2023-07-21,N,2.4973,2.2995,0.9509,1.0851,5.0714,32,1
IPCA Bens industrializados,2023-07-21,S,2.4909,2.2777,0.9495,1.0614,5.2351,30,1
IPCA Bens industrializados,2023-07-21,N,2.5274,2.4866,1.027,-0.2933,5.0714,44,0
IPCA Bens industrializados,2023-07-21,S,2.442,2.2777,1.0573,-0.2385,5.2351,32,0
IPCA Bens industrializados,2023-07-24,N,2.5336,2.4767,0.9404,1.0851,5.0714,33,1
IPCA Bens industrializados,2023-07-24,S,2.5329,2.5415,0.9435,1.0506,5.2798,31,1
IPCA Bens industrializados,2023-07-24,N,2.5075,2.4866,1.0061,-0.2933,5.0714,44,0
IPCA Bens industrializados,2023-07-24,S,2.4734,2.4084,1.0353,-0.2235,5.2798,34,0
IPCA Bens industrializados,2023-07-25,N,2.5245,2.4002,0.9402,1.0851,5.0714,36,1
IPCA Bens industrializados,2023-07-25,S,2.5339,2.5461,0.9454,1.047,5.2947,31,1
IPCA Bens industrializados,2023-07-25,N,2.5075,2.4866,1.0061,-0.2933,5.0714,44,0
IPCA Bens industrializados,2023-07-25,S,2.4743,2.4107,1.0364,-0.2185,5.2947,34,0
IPCA Bens industrializados,2023-07-26,N,2.5233,2.4002,0.9415,1.0851,5.0714,36,1
IPCA Bens industrializados,2023-07-26,S,2.5336,2.5507,0.9487,1.0435,5.3096,31,1
IPCA Bens industrializados,2023-07-26,N,2.5065,2.4866,1.0071,-0.2933,5.0714,44,0
IPCA Bens industrializados,2023-07-26,S,2.4739,2.413,1.0386,-0.2135,5.3096,34,0
IPCA Bens industrializados,2023-07-27,N,2.5173,2.4002,0.9375,1.0851,5.0714,36,1
IPCA Bens industrializados,2023-07-27,S,2.5275,2.5554,0.9458,1.0399,5.3245,31,1
IPCA Bens industrializados,2023-07-27,N,2.5184,2.4965,0.9989,-0.2933,5.0714,45,0
IPCA Bens industrializados,2023-07-27,S,2.491,2.5554,1.029,-0.2085,5.3245,35,0
IPCA Bens industrializados,2023-07-28,N,2.3672,2.2522,1.0298,-0.1599,5.0714,34,1
IPCA Bens industrializados,2023-07-28,S,2.3343,2.2416,1.0315,-0.0648,5.3394,30,1
IPCA Bens industrializados,2023-07-28,N,2.4947,2.3747,0.9914,-0.1599,5.0714,46,0
IPCA Bens industrializados,2023-07-28,S,2.4674,2.4437,0.996,-0.0648,5.3394,37,0
IPCA Bens industrializados,2023-07-31,N,2.3414,2.2125,1.0076,-0.1599,5.0714,36,1
IPCA Bens industrializados,2023-07-31,S,2.3125,2.1968,1.0255,-0.0489,5.3841,30,1
IPCA Bens industrializados,2023-07-31,N,2.5041,2.3747,0.9823,-0.1599,5.0714,46,0
IPCA Bens industrializados,2023-07-31,S,2.4625,2.361,0.9827,-0.0489,5.3841,38,0
IPCA Bens industrializados,2023-08-01,N,2.3332,2.2125,1.0122,-0.1599,5.0714,36,1
IPCA Bens industrializados,2023-08-01,S,2.2964,2.1721,1.0154,-0.0436,5.3991,31,1
IPCA Bens industrializados,2023-08-01,N,2.4854,2.3236,0.9801,-0.1599,5.0714,47,0
IPCA Bens industrializados,2023-08-01,S,2.4456,2.2753,0.9775,-0.0436,5.3991,39,0
IPCA Bens industrializados,2023-08-02,N,2.3709,2.2522,1.0038,-0.1599,5.0714,36,1
IPCA Bens industrializados,2023-08-02,S,2.3445,2.2225,1.01,-0.0384,5.414,31,1
IPCA Bens industrializados,2023-08-02,N,2.492,2.3747,0.9709,-0.1599,5.0714,48,0
IPCA Bens industrializados,2023-08-02,S,2.4578,2.362,0.9685,-0.0384,5.414,40,0
IPCA Bens industrializados,2023-08-03,N,2.2762,2.1294,0.9818,-0.1599,5.0714,36,1
IPCA Bens industrializados,2023-08-03,S,2.2951,2.1806,1.0156,-0.0331,5.4289,31,1
IPCA Bens industrializados,2023-08-03,N,2.492,2.3747,0.9709,-0.1599,5.0714,48,0
IPCA Bens industrializados,2023-08-03,S,2.4592,2.3625,0.9695,-0.0331,5.4289,40,0
IPCA Bens industrializados,2023-08-04,N,2.0421,1.9461,0.9722,-0.1748,4.1033,16,1
IPCA Bens industrializados,2023-08-04,S,1.8711,1.9731,0.8859,-0.0352,3.4175,11,1
IPCA Bens industrializados,2023-08-04,N,2.4937,2.3747,0.9692,-0.1748,5.0714,48,0
IPCA Bens industrializados,2023-08-04,S,2.4626,2.363,0.968,-0.0352,5.4438,40,0
IPCA Bens industrializados,2023-08-07,N,1.985,1.7704,0.9888,-0.1748,4.1033,14,1
IPCA Bens industrializados,2023-08-07,S,1.8815,1.9124,0.915,-0.0185,3.4202,10,1
IPCA Bens industrializados,2023-08-07,N,2.4971,2.3236,0.9746,-0.1748,5.0714,47,0
IPCA Bens industrializados,2023-08-07,S,2.4714,2.3628,0.9655,-0.0185,5.4886,40,0
IPCA Bens industrializados,2023-08-08,N,2.0456,1.9738,1.056,-0.1748,4.1033,12,1
IPCA Bens industrializados,2023-08-08,S,1.8912,2.0286,0.9635,-0.0129,3.4211,9,1
IPCA Bens industrializados,2023-08-08,N,2.4971,2.3236,0.9746,-0.1748,5.0714,47,0
IPCA Bens industrializados,2023-08-08,S,2.4727,2.362,0.9666,-0.0129,5.5035,40,0
IPCA Bens industrializados,2023-08-09,N,1.9765,1.919,1.0767,-0.1748,4.1033,11,1
IPCA Bens industrializados,2023-08-09,S,1.7649,1.7384,0.9482,-0.0073,3.422,8,1
IPCA Bens industrializados,2023-08-09,N,2.4971,2.3236,0.9746,-0.1748,5.0714,47,0
IPCA Bens industrializados,2023-08-09,S,2.4741,2.3612,0.9677,-0.0073,5.5185,40,0
IPCA Bens industrializados,2023-08-10,N,2.1417,2.1446,1.1546,-0.1748,4.1033,10,1
IPCA Bens industrializados,2023-08-10,S,1.9639,2.119,1.0241,-0.0017,3.4229,8,1
IPCA Bens industrializados,2023-08-10,N,2.4971,2.3236,0.9746,-0.1748,5.0714,47,0
IPCA Bens industrializados,2023-08-10,S,2.4755,2.3603,0.9688,-0.0017,5.5334,40,0
IPCA Bens industrializados,2023-08-11,N,2.3589,2.3139,0.5821,1.358,3.5253,14,1
IPCA Bens industrializados,2023-08-11,S,2.4266,2.3406,0.4,1.9529,3.0922,7,1
IPCA Bens industrializados,2023-08-11,N,2.4527,2.2903,0.9288,-0.0017,5.5334,43,0
IPCA Bens industrializados,2023-08-11,S,2.4266,2.3406,0.4,1.9529,3.0922,7,0
IPCA Bens industrializados,2023-08-14,N,2.4587,2.3821,0.6111,1.5089,3.6409,16,1
IPCA Bens industrializados,2023-08-14,S,2.4643,2.4052,0.5851,1.5089,3.6366,10,1
IPCA Bens industrializados,2023-08-14,N,2.4205,2.2828,0.9222,-0.0017,5.5334,42,0
IPCA Bens industrializados,2023-08-14,S,2.4643,2.4052,0.5851,1.5089,3.6366,10,0
IPCA Bens industrializados,2023-08-15,N,2.3921,2.3374,0.6498,1.3277,3.6409,17,1
IPCA Bens industrializados,2023-08-15,S,2.3615,2.3532,0.645,1.3372,3.6356,11,1
IPCA Bens industrializados,2023-08-15,N,2.4198,2.2828,0.923,-0.0017,5.5334,42,0
IPCA Bens industrializados,2023-08-15,S,2.3615,2.3532,0.645,1.3372,3.6356,11,0
IPCA Bens industrializados,2023-08-16,N,2.3781,2.3139,0.6342,1.3277,3.6409,18,1
IPCA Bens industrializados,2023-08-16,S,2.3957,2.3563,0.6246,1.3391,3.6345,13,1
IPCA Bens industrializados,2023-08-16,N,2.42,2.2828,0.923,-0.0017,5.5334,42,0
IPCA Bens industrializados,2023-08-16,S,2.3957,2.3563,0.6246,1.3391,3.6345,13,0
IPCA Bens industrializados,2023-08-17,N,2.3796,2.3374,0.6173,1.3277,3.6409,19,1
IPCA Bens industrializados,2023-08-17,S,2.3962,2.3835,0.6016,1.341,3.6335,14,1
IPCA Bens industrializados,2023-08-17,N,2.4149,2.2828,0.9224,-0.0017,5.5334,42,0
IPCA Bens industrializados,2023-08-17,S,2.3962,2.3835,0.6016,1.341,3.6335,14,0
IPCA Bens industrializados,2023-08-18,N,2.5014,2.4267,0.9377,0.3341,5.5334,43,1
IPCA Bens industrializados,2023-08-18,S,2.4301,2.4618,0.8539,0.3383,3.9274,35,1
IPCA Bens industrializados,2023-08-18,N,2.4868,2.4146,0.9198,0.3341,5.5334,45,0
IPCA Bens industrializados,2023-08-18,S,2.4283,2.4348,0.842,0.3383,3.9274,36,0
IPCA Bens industrializados,2023-08-21,N,2.5226,2.4239,0.9362,0.3341,5.5334,42,1
IPCA Bens industrializados,2023-08-21,S,2.4523,2.4426,0.85,0.3399,3.9002,34,1
IPCA Bens industrializados,2023-08-21,N,2.4954,2.4179,0.9274,0.3341,5.5334,44,0
IPCA Bens industrializados,2023-08-21,S,2.4239,2.4136,0.8405,0.3399,3.9002,36,0
IPCA Bens industrializados,2023-08-22,N,2.5518,2.4267,0.9286,0.3341,5.5334,41,1
IPCA Bens industrializados,2023-08-22,S,2.485,2.4681,0.8401,0.3404,3.8912,33,1
IPCA Bens industrializados,2023-08-22,N,2.4954,2.4179,0.9274,0.3341,5.5334,44,0
IPCA Bens industrializados,2023-08-22,S,2.4233,2.4137,0.8401,0.3404,3.8912,36,0
IPCA Bens industrializados,2023-08-23,N,2.5498,2.4267,0.9465,0.3341,5.5334,39,1
IPCA Bens industrializados,2023-08-23,S,2.4782,2.469,0.858,0.3409,3.8821,31,1
IPCA Bens industrializados,2023-08-23,N,2.4954,2.4179,0.9274,0.3341,5.5334,44,0
IPCA Bens industrializados,2023-08-23,S,2.4228,2.4138,0.8396,0.3409,3.8821,36,0
IPCA Bens industrializados,2023-08-24,N,2.5536,2.4379,0.9586,0.3341,5.5334,38,1
IPCA Bens industrializados,2023-08-24,S,2.4797,2.4707,0.8717,0.3415,3.8731,30,1
IPCA Bens industrializados,2023-08-24,N,2.4954,2.4179,0.9274,0.3341,5.5334,44,0
IPCA Bens industrializados,2023-08-24,S,2.4222,2.4138,0.8392,0.3415,3.8731,36,0
IPCA Bens industrializados,2023-08-25,N,2.5161,2.1937,0.8551,1.5303,4.0,6,1
IPCA Bens industrializados,2023-08-25,S,2.6877,2.4176,0.7465,1.9206,3.864,5,1
IPCA Bens industrializados,2023-08-25,N,2.4718,2.4146,0.9262,0.3341,5.5334,45,0
IPCA Bens industrializados,2023-08-25,S,2.4213,2.4138,0.8345,0.342,3.864,36,0
IPCA Bens industrializados,2023-08-28,N,2.3339,1.9441,0.9653,1.3277,4.0,6,1
IPCA Bens industrializados,2023-08-28,S,2.4716,2.0226,0.9117,1.3618,3.8368,5,1
IPCA Bens industrializados,2023-08-28,N,2.4718,2.4146,0.9262,0.3341,5.5334,45,0
IPCA Bens industrializados,2023-08-28,S,2.4201,2.414,0.8329,0.3436,3.8368,36,0
IPCA Bens industrializados,2023-08-29,N,2.3339,1.9441,0.9653,1.3277,4.0,6,1
IPCA Bens industrializados,2023-08-29,S,2.4703,2.0258,0.9078,1.3637,3.8278,5,1
IPCA Bens industrializados,2023-08-29,N,2.4718,2.4146,0.9262,0.3341,5.5334,45,0
IPCA Bens industrializados,2023-08-29,S,2.4197,2.414,0.8324,0.3441,3.8278,36,0
IPCA Bens industrializados,2023-08-30,N,2.3339,1.9441,0.9653,1.3277,4.0,6,1
IPCA Bens industrializados,2023-08-30,S,2.469,2.0289,0.904,1.3656,3.8187,5,1
IPCA Bens industrializados,2023-08-30,N,2.4718,2.4146,0.9262,0.3341,5.5334,45,0
IPCA Bens industrializados,2023-08-30,S,2.4193,2.414,0.8319,0.3446,3.8187,36,0
IPCA Bens industrializados,2023-08-31,N,2.3339,1.9441,0.9653,1.3277,4.0,6,1
IPCA Bens industrializados,2023-08-31,S,2.4677,2.032,0.9001,1.3675,3.8096,5,1
IPCA Bens industrializados,2023-08-31,N,2.4718,2.4146,0.9262,0.3341,5.5334,45,0
IPCA Bens industrializados,2023-08-31,S,2.4189,2.4141,0.8313,0.3452,3.8096,36,0
IPCA Bens industrializados,2023-09-01,N,2.2013,1.9695,0.9639,0.7633,3.7427,7,1
IPCA Bens industrializados,2023-09-01,S,2.1854,1.9557,1.0365,0.7963,3.8279,6,1
IPCA Bens industrializados,2023-09-01,N,2.5088,2.4179,0.9149,0.7633,5.5334,46,0
IPCA Bens industrializados,2023-09-01,S,2.4676,2.4159,0.8239,0.7963,3.8279,37,0
IPCA Bens industrializados,2023-09-04,N,2.4121,2.2093,1.0104,0.7633,4.0,9,1
IPCA Bens industrializados,2023-09-04,S,2.3946,2.094,1.0324,0.8009,3.8396,8,1
IPCA Bens industrializados,2023-09-04,N,2.5108,2.4179,0.9124,0.7633,5.5334,46,0
IPCA Bens industrializados,2023-09-04,S,2.4683,2.4163,0.8209,0.8009,3.8396,37,0
IPCA Bens industrializados,2023-09-05,N,2.4121,2.2093,1.0104,0.7633,4.0,9,1
IPCA Bens industrializados,2023-09-05,S,2.3939,2.0941,1.0309,0.8024,3.8434,8,1
IPCA Bens industrializados,2023-09-05,N,2.5108,2.4179,0.9124,0.7633,5.5334,46,0
IPCA Bens industrializados,2023-09-05,S,2.4679,2.4195,0.8207,0.8024,3.8434,37,0
IPCA Bens industrializados,2023-09-06,N,2.4617,2.318,0.97,0.7633,4.0,10,1
IPCA Bens industrializados,2023-09-06,S,2.3933,2.0943,1.0295,0.8039,3.8473,8,1
IPCA Bens industrializados,2023-09-06,N,2.5108,2.4179,0.9124,0.7633,5.5334,46,0
IPCA Bens industrializados,2023-09-06,S,2.4676,2.4226,0.8204,0.8039,3.8473,37,0
IPCA Bens industrializados,2023-09-08,N,2.4818,2.4267,0.9114,0.8261,4.0,11,1
IPCA Bens industrializados,2023-09-08,S,2.4325,2.1908,0.959,0.8774,3.8551,9,1
IPCA Bens industrializados,2023-09-08,N,2.5145,2.4211,0.8993,0.8261,5.5334,47,0
IPCA Bens industrializados,2023-09-08,S,2.4745,2.4567,0.8059,0.8679,3.8551,38,0
IPCA Bens industrializados,2023-09-11,N,2.3553,2.4715,0.9024,0.8261,4.0,10,1
IPCA Bens industrializados,2023-09-11,S,2.2716,2.1889,0.8615,0.8827,3.7101,9,1
IPCA Bens industrializados,2023-09-11,N,2.5183,2.4239,0.9086,0.8261,5.5334,46,0
IPCA Bens industrializados,2023-09-11,S,2.4747,2.4872,0.8162,0.8537,3.8667,37,0
IPCA Bens industrializados,2023-09-12,N,2.1437,2.303,0.757,0.8827,3.1537,8,1
IPCA Bens industrializados,2023-09-12,S,2.0576,2.0576,0.5487,1.5089,2.6062,2,1
IPCA Bens industrializados,2023-09-12,N,2.4781,2.4937,0.8056,0.8537,3.8667,38,0
IPCA Bens industrializados,2023-09-12,S,2.0576,2.0576,0.5487,1.5089,2.6062,2,0
IPCA Bens industrializados,2023-09-13,N,2.3428,2.3366,0.9104,0.8827,4.1476,12,1
IPCA Bens industrializados,2023-09-13,S,2.1865,2.0645,0.6977,1.4509,3.3005,5,1
IPCA Bens industrializados,2023-09-13,N,2.4586,2.4872,0.8255,0.8537,4.1476,39,0
IPCA Bens industrializados,2023-09-13,S,2.1865,2.0645,0.6977,1.4509,3.3005,5,0
IPCA Bens industrializados,2023-09-14,N,2.5498,2.7336,0.905,0.8827,4.1476,15,1
IPCA Bens industrializados,2023-09-14,S,2.6071,2.8256,0.7978,1.4519,3.7521,8,1
IPCA Bens industrializados,2023-09-14,N,2.4581,2.4872,0.8256,0.8537,4.1476,39,0
IPCA Bens industrializados,2023-09-14,S,2.6071,2.8256,0.7978,1.4519,3.7521,8,0
IPCA Bens industrializados,2023-09-15,N,2.4937,2.4653,0.8466,0.8578,4.1476,42,1
IPCA Bens industrializados,2023-09-15,S,2.4578,2.4625,0.8432,0.855,4.0249,38,1
IPCA Bens industrializados,2023-09-15,N,2.5078,2.4653,0.8269,0.8578,4.1476,46,0
