Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Selic,2024-07-19,R4/2026,9.4788,9.5,0.9614,7.5,12.5,59.0,1
Selic,2024-07-19,R4/2026,9.3484,9.25,0.8708,7.5,12.5,94.0,0
Selic,2024-07-19,R3/2026,9.5321,9.5,0.9121,7.5,12.5,70.0,1
Selic,2024-07-19,R3/2026,9.4143,9.4875,0.831,7.5,12.5,114.0,0
Selic,2024-07-19,R2/2026,9.5915,9.5,0.8804,7.5,12.5,71.0,1
Selic,2024-07-19,R2/2026,9.4718,9.5,0.8058,7.5,12.5,117.0,0
Selic,2024-07-19,R1/2026,9.6458,9.5,0.8787,7.5,12.5,72.0,1
Selic,2024-07-19,R1/2026,9.5462,9.5,0.7966,7.5,12.5,118.0,0
Selic,2024-07-19,R8/2025,9.7798,9.5001,0.8068,7.5,12.5,84.0,1
Selic,2024-07-19,R8/2025,9.708,9.5,0.7589,7.5,12.5,138.0,0
Selic,2024-07-19,R7/2025,9.8584,9.75,0.7676,8.0,12.5,83.0,1
Selic,2024-07-19,R7/2025,9.7721,9.75,0.7303,7.5,12.5,134.0,0
Selic,2024-07-19,R6/2025,9.9277,9.75,0.746,8.0,12.5,83.0,1
Selic,2024-07-19,R6/2025,9.8433,9.75,0.7082,7.5,12.5,134.0,0
Selic,2024-07-19,R5/2025,10.0241,10.0,0.6883,8.0,12.5,83.0,1
Selic,2024-07-19,R5/2025,9.953,10.0,0.6517,8.0,12.5,134.0,0
Selic,2024-07-19,R4/2025,10.1205,10.25,0.6079,8.0,12.0,83.0,1
Selic,2024-07-19,R4/2025,10.0624,10.0,0.5787,8.0,12.0,134.0,0
Selic,2024-07-19,R3/2025,10.241,10.5,0.5155,8.5,12.0,83.0,1
Selic,2024-07-19,R3/2025,10.2009,10.25,0.4863,8.5,12.0,134.0,0
Selic,2024-07-19,R2/2025,10.3494,10.5,0.425,9.0,12.0,83.0,1
Selic,2024-07-19,R2/2025,10.3158,10.5,0.3934,9.0,12.0,134.0,0
Selic,2024-07-19,R1/2025,10.4398,10.5,0.3214,9.5,12.0,83.0,1
Selic,2024-07-19,R1/2025,10.4123,10.5,0.2949,9.5,12.0,134.0,0
Selic,2024-07-19,R8/2024,10.506,10.5,0.2215,10.0,12.0,84.0,1
Selic,2024-07-19,R8/2024,10.4837,10.5,0.1939,9.75,12.0,141.0,0
Selic,2024-07-19,R7/2024,10.509,10.5,0.1369,10.25,11.5,83.0,1
Selic,2024-07-19,R7/2024,10.4946,10.5,0.1221,10.0,11.5,138.0,0
Selic,2024-07-19,R6/2024,10.509,10.5,0.0607,10.5,11.0,83.0,1
Selic,2024-07-19,R6/2024,10.5,10.5,0.0602,10.25,11.0,138.0,0
Selic,2024-07-19,R5/2024,10.5,10.5,0.0,10.5,10.5,83.0,1
Selic,2024-07-19,R5/2024,10.4982,10.5,0.0212,10.25,10.5,138.0,0
Selic,2024-07-18,R4/2026,9.3984,9.5,0.76,7.5,11.5,32.0,1
Selic,2024-07-18,R4/2026,9.347,9.25,0.7661,7.5,12.5,85.0,0
Selic,2024-07-18,R3/2026,9.4125,9.5,0.7428,7.5,11.5,40.0,1
Selic,2024-07-18,R3/2026,9.408,9.5,0.7554,7.5,12.5,109.0,0
Selic,2024-07-18,R2/2026,9.4817,9.5,0.7144,7.5,11.5,41.0,1
Selic,2024-07-18,R2/2026,9.4706,9.5,0.734,7.5,12.5,112.0,0
Selic,2024-07-18,R1/2026,9.5179,9.5,0.7684,7.5,11.5,42.0,1
Selic,2024-07-18,R1/2026,9.5416,9.5,0.7369,7.5,12.5,113.0,0
Selic,2024-07-18,R8/2025,9.7083,9.5,0.7434,7.5,11.5,54.0,1
Selic,2024-07-18,R8/2025,9.6891,9.5,0.7166,7.5,12.5,132.0,0
Selic,2024-07-18,R7/2025,9.7548,9.75,0.7079,7.5,11.5,52.0,1
Selic,2024-07-18,R7/2025,9.7438,9.75,0.6894,7.5,12.5,128.0,0
Selic,2024-07-18,R6/2025,9.8125,9.75,0.7018,7.5,11.5,52.0,1
Selic,2024-07-18,R6/2025,9.8086,9.75,0.6713,7.5,12.5,128.0,0
Selic,2024-07-18,R5/2025,9.9135,10.0,0.6502,8.0,11.5,52.0,1
Selic,2024-07-18,R5/2025,9.9176,9.875,0.6337,8.0,12.5,128.0,0
Selic,2024-07-18,R4/2025,10.024,10.0,0.5909,8.0,11.5,52.0,1
Selic,2024-07-18,R4/2025,10.0321,10.0,0.5926,8.0,12.5,128.0,0
Selic,2024-07-18,R3/2025,10.1635,10.25,0.4949,8.5,11.5,52.0,1
Selic,2024-07-18,R3/2025,10.1791,10.25,0.5134,8.5,12.5,128.0,0
Selic,2024-07-18,R2/2025,10.2933,10.5,0.3883,9.0,11.5,52.0,1
Selic,2024-07-18,R2/2025,10.3053,10.5,0.4226,8.75,12.5,128.0,0
Selic,2024-07-18,R1/2025,10.4087,10.5,0.2731,9.5,11.5,52.0,1
Selic,2024-07-18,R1/2025,10.4102,10.5,0.3391,9.0,12.5,128.0,0
Selic,2024-07-18,R8/2024,10.4907,10.5,0.144,10.0,11.25,54.0,1
Selic,2024-07-18,R8/2024,10.4885,10.5,0.2417,9.5,12.5,135.0,0
Selic,2024-07-18,R7/2024,10.5047,10.5,0.0766,10.25,11.0,53.0,1
Selic,2024-07-18,R7/2024,10.5,10.5,0.1657,10.0,12.0,132.0,0
Selic,2024-07-18,R6/2024,10.5047,10.5,0.034,10.5,10.75,53.0,1
Selic,2024-07-18,R6/2024,10.5038,10.5,0.102,10.25,11.5,132.0,0
Selic,2024-07-18,R5/2024,10.5,10.5,0.0,10.5,10.5,53.0,1
Selic,2024-07-18,R5/2024,10.5019,10.5,0.0486,10.25,11.0,132.0,0
Selic,2024-07-17,R4/2026,9.3,9.375,0.7969,7.5,11.5,30.0,1
Selic,2024-07-17,R4/2026,9.3403,9.25,0.7679,7.5,12.5,83.0,0
Selic,2024-07-17,R3/2026,9.3654,9.5,0.7862,7.5,11.5,39.0,1
Selic,2024-07-17,R3/2026,9.4134,9.5,0.7675,7.5,12.5,110.0,0
Selic,2024-07-17,R2/2026,9.439,9.5,0.7424,7.5,11.5,41.0,1
Selic,2024-07-17,R2/2026,9.4753,9.5,0.7474,7.5,12.5,113.0,0
Selic,2024-07-17,R1/2026,9.5305,9.5,0.7329,7.5,11.5,41.0,1
Selic,2024-07-17,R1/2026,9.55,9.5,0.7487,7.5,12.5,114.0,0
Selic,2024-07-17,R8/2025,9.7594,9.75,0.7186,7.5,11.5,53.0,1
Selic,2024-07-17,R8/2025,9.7008,9.5,0.7239,7.5,12.5,133.0,0
Selic,2024-07-17,R7/2025,9.79,9.75,0.706,7.5,11.5,50.0,1
Selic,2024-07-17,R7/2025,9.7535,9.75,0.6969,7.5,12.5,129.0,0
Selic,2024-07-17,R6/2025,9.855,9.75,0.6984,7.5,11.5,50.0,1
Selic,2024-07-17,R6/2025,9.8179,9.75,0.6782,7.5,12.5,129.0,0
Selic,2024-07-17,R5/2025,9.955,10.0,0.6455,8.0,11.5,50.0,1
Selic,2024-07-17,R5/2025,9.926,10.0,0.6384,8.0,12.5,129.0,0
Selic,2024-07-17,R4/2025,10.06,10.25,0.5864,8.0,11.5,50.0,1
Selic,2024-07-17,R4/2025,10.0396,10.0,0.5964,8.0,12.5,129.0,0
Selic,2024-07-17,R3/2025,10.2,10.5,0.4822,8.5,11.5,50.0,1
Selic,2024-07-17,R3/2025,10.1874,10.25,0.5153,8.5,12.5,129.0,0
Selic,2024-07-17,R2/2025,10.33,10.5,0.3689,9.0,11.5,50.0,1
Selic,2024-07-17,R2/2025,10.3165,10.5,0.4251,8.75,12.5,129.0,0
Selic,2024-07-17,R1/2025,10.43,10.5,0.2551,9.5,11.5,50.0,1
Selic,2024-07-17,R1/2025,10.4128,10.5,0.3391,9.0,12.5,129.0,0
Selic,2024-07-17,R8/2024,10.4953,10.5,0.1415,10.0,11.25,53.0,1
Selic,2024-07-17,R8/2024,10.4849,10.5,0.2444,9.5,12.5,136.0,0
Selic,2024-07-17,R7/2024,10.5048,10.5,0.0774,10.25,11.0,52.0,1
Selic,2024-07-17,R7/2024,10.4981,10.5,0.1665,10.0,12.0,133.0,0
Selic,2024-07-17,R6/2024,10.5048,10.5,0.0343,10.5,10.75,52.0,1
Selic,2024-07-17,R6/2024,10.5038,10.5,0.1016,10.25,11.5,133.0,0
Selic,2024-07-17,R5/2024,10.5,10.5,0.0,10.5,10.5,52.0,1
Selic,2024-07-17,R5/2024,10.5019,10.5,0.0484,10.25,11.0,133.0,0
Selic,2024-07-16,R4/2026,9.2903,9.0,0.7623,7.5,11.5,31.0,1
Selic,2024-07-16,R4/2026,9.3333,9.25,0.7758,7.5,12.5,81.0,0
Selic,2024-07-16,R3/2026,9.3452,9.25,0.7519,7.5,11.5,42.0,1
Selic,2024-07-16,R3/2026,9.4095,9.4875,0.7739,7.5,12.5,108.0,0
Selic,2024-07-16,R2/2026,9.4148,9.5,0.7209,7.5,11.5,44.0,1
Selic,2024-07-16,R2/2026,9.4726,9.5,0.7536,7.5,12.5,111.0,0
Selic,2024-07-16,R1/2026,9.5114,9.5,0.717,7.5,11.5,44.0,1
Selic,2024-07-16,R1/2026,9.5487,9.5,0.7551,7.5,12.5,112.0,0
Selic,2024-07-16,R8/2025,9.7455,9.5,0.7188,7.5,11.5,56.0,1
Selic,2024-07-16,R8/2025,9.7,9.5,0.7294,7.5,12.5,131.0,0
Selic,2024-07-16,R7/2025,9.7689,9.75,0.7085,7.5,11.5,53.0,1
Selic,2024-07-16,R7/2025,9.7516,9.75,0.702,7.5,12.5,127.0,0
Selic,2024-07-16,R6/2025,9.8302,9.75,0.6983,7.5,11.5,53.0,1
Selic,2024-07-16,R6/2025,9.815,9.75,0.6824,7.5,12.5,127.0,0
Selic,2024-07-16,R5/2025,9.9434,10.0,0.6325,8.0,11.5,53.0,1
Selic,2024-07-16,R5/2025,9.9209,9.75,0.6413,8.0,12.5,127.0,0
Selic,2024-07-16,R4/2025,10.0566,10.0,0.5718,8.0,11.5,53.0,1
Selic,2024-07-16,R4/2025,10.0343,10.0,0.5993,8.0,12.5,127.0,0
Selic,2024-07-16,R3/2025,10.2028,10.25,0.4685,8.5,11.5,53.0,1
Selic,2024-07-16,R3/2025,10.1825,10.25,0.5178,8.5,12.5,127.0,0
Selic,2024-07-16,R2/2025,10.3349,10.5,0.36,9.0,11.5,53.0,1
Selic,2024-07-16,R2/2025,10.3136,10.5,0.4278,8.75,12.5,127.0,0
Selic,2024-07-16,R1/2025,10.434,10.5,0.2483,9.5,11.5,53.0,1
Selic,2024-07-16,R1/2025,10.4114,10.5,0.3416,9.0,12.5,127.0,0
Selic,2024-07-16,R8/2024,10.4955,10.5,0.1377,10.0,11.25,56.0,1
Selic,2024-07-16,R8/2024,10.4847,10.5,0.2462,9.5,12.5,134.0,0
Selic,2024-07-16,R7/2024,10.5045,10.5,0.0752,10.25,11.0,55.0,1
Selic,2024-07-16,R7/2024,10.4981,10.5,0.1678,10.0,12.0,131.0,0
Selic,2024-07-16,R6/2024,10.5045,10.5,0.0334,10.5,10.75,55.0,1
Selic,2024-07-16,R6/2024,10.5038,10.5,0.1024,10.25,11.5,131.0,0
Selic,2024-07-16,R5/2024,10.5,10.5,0.0,10.5,10.5,55.0,1
Selic,2024-07-16,R5/2024,10.5019,10.5,0.0488,10.25,11.0,131.0,0
Selic,2024-07-15,R4/2026,9.2969,9.125,0.7511,7.5,11.5,32.0,1
Selic,2024-07-15,R4/2026,9.3333,9.25,0.7758,7.5,12.5,81.0,0
Selic,2024-07-15,R3/2026,9.3409,9.25,0.7368,7.5,11.5,44.0,1
Selic,2024-07-15,R3/2026,9.4095,9.4875,0.7739,7.5,12.5,108.0,0
Selic,2024-07-15,R2/2026,9.4076,9.5,0.7078,7.5,11.5,46.0,1
Selic,2024-07-15,R2/2026,9.4726,9.5,0.7536,7.5,12.5,111.0,0
Selic,2024-07-15,R1/2026,9.5,9.5,0.7052,7.5,11.5,46.0,1
Selic,2024-07-15,R1/2026,9.5487,9.5,0.7551,7.5,12.5,112.0,0
Selic,2024-07-15,R8/2025,9.7193,9.5,0.7088,7.5,11.5,57.0,1
Selic,2024-07-15,R8/2025,9.6939,9.5,0.7288,7.5,12.5,130.0,0
Selic,2024-07-15,R7/2025,9.75,9.75,0.6956,7.5,11.5,54.0,1
Selic,2024-07-15,R7/2025,9.7457,9.75,0.7016,7.5,12.5,126.0,0
Selic,2024-07-15,R6/2025,9.8194,9.75,0.6862,7.5,11.5,54.0,1
Selic,2024-07-15,R6/2025,9.8096,9.75,0.6824,7.5,12.5,126.0,0
Selic,2024-07-15,R5/2025,9.9444,10.0,0.6211,8.0,11.5,54.0,1
Selic,2024-07-15,R5/2025,9.9163,9.75,0.6418,8.0,12.5,126.0,0
Selic,2024-07-15,R4/2025,10.0694,10.0,0.5619,8.0,11.5,54.0,1
Selic,2024-07-15,R4/2025,10.0306,10.0,0.6003,8.0,12.5,126.0,0
Selic,2024-07-15,R3/2025,10.2176,10.375,0.4616,8.5,11.5,54.0,1
Selic,2024-07-15,R3/2025,10.18,10.25,0.5191,8.5,12.5,126.0,0
Selic,2024-07-15,R2/2025,10.3472,10.5,0.3549,9.0,11.5,54.0,1
Selic,2024-07-15,R2/2025,10.3121,10.5,0.4292,8.75,12.5,126.0,0
Selic,2024-07-15,R1/2025,10.4398,10.5,0.245,9.5,11.5,54.0,1
Selic,2024-07-15,R1/2025,10.4107,10.5,0.3428,9.0,12.5,126.0,0
Selic,2024-07-15,R8/2024,10.4956,10.5,0.1365,10.0,11.25,57.0,1
Selic,2024-07-15,R8/2024,10.4846,10.5,0.2471,9.5,12.5,133.0,0
Selic,2024-07-15,R7/2024,10.5045,10.5,0.0746,10.25,11.0,56.0,1
Selic,2024-07-15,R7/2024,10.4981,10.5,0.1684,10.0,12.0,130.0,0
Selic,2024-07-15,R6/2024,10.5045,10.5,0.0331,10.5,10.75,56.0,1
Selic,2024-07-15,R6/2024,10.5038,10.5,0.1028,10.25,11.5,130.0,0
Selic,2024-07-15,R5/2024,10.5,10.5,0.0,10.5,10.5,56.0,1
Selic,2024-07-15,R5/2024,10.5019,10.5,0.049,10.25,11.0,130.0,0
Selic,2024-07-12,R4/2026,9.25,9.0,0.7297,7.5,11.5,27.0,1
Selic,2024-07-12,R4/2026,9.3333,9.25,0.7728,7.5,12.5,78.0,0
Selic,2024-07-12,R3/2026,9.3446,9.25,0.6812,7.5,11.5,37.0,1
Selic,2024-07-12,R3/2026,9.4367,9.5,0.8228,7.5,12.5,115.0,0
Selic,2024-07-12,R2/2026,9.4103,9.5,0.6516,7.5,11.5,39.0,1
Selic,2024-07-12,R2/2026,9.4933,9.5,0.8029,7.5,12.5,118.0,0
Selic,2024-07-12,R1/2026,9.5064,9.5,0.6492,7.5,11.5,39.0,1
Selic,2024-07-12,R1/2026,9.5689,9.5,0.8083,7.5,12.5,119.0,0
Selic,2024-07-12,R8/2025,9.7234,9.5,0.6981,7.5,11.5,47.0,1
Selic,2024-07-12,R8/2025,9.7223,9.5,0.7829,7.5,12.5,137.0,0
Selic,2024-07-12,R7/2025,9.7443,9.625,0.6836,7.5,11.5,44.0,1
Selic,2024-07-12,R7/2025,9.7741,9.75,0.7554,7.5,12.5,133.0,0
Selic,2024-07-12,R6/2025,9.8068,9.75,0.6739,7.5,11.5,44.0,1
Selic,2024-07-12,R6/2025,9.8346,9.75,0.735,7.5,12.5,133.0,0
Selic,2024-07-12,R5/2025,9.9432,10.0,0.5956,8.0,11.5,44.0,1
Selic,2024-07-12,R5/2025,9.9338,10.0,0.6807,8.0,12.5,133.0,0
Selic,2024-07-12,R4/2025,10.0739,10.0,0.5156,8.5,11.5,44.0,1
Selic,2024-07-12,R4/2025,10.0403,10.0,0.6264,8.0,12.5,133.0,0
Selic,2024-07-12,R3/2025,10.2273,10.375,0.4291,9.0,11.5,44.0,1
Selic,2024-07-12,R3/2025,10.1818,10.25,0.5416,8.5,12.5,133.0,0
Selic,2024-07-12,R2/2025,10.3523,10.5,0.3299,9.25,11.5,44.0,1
Selic,2024-07-12,R2/2025,10.3088,10.5,0.4431,8.75,12.5,133.0,0
Selic,2024-07-12,R1/2025,10.4489,10.5,0.2297,9.75,11.5,44.0,1
Selic,2024-07-12,R1/2025,10.4098,10.5,0.3553,9.0,12.5,133.0,0
Selic,2024-07-12,R8/2024,10.5052,10.5,0.13,10.0,11.25,48.0,1
Selic,2024-07-12,R8/2024,10.48,10.5,0.2451,9.5,12.5,140.0,0
Selic,2024-07-12,R7/2024,10.5106,10.5,0.0722,10.5,11.0,47.0,1
Selic,2024-07-12,R7/2024,10.4945,10.5,0.1667,10.0,12.0,137.0,0
Selic,2024-07-12,R6/2024,10.5053,10.5,0.0361,10.5,10.75,47.0,1
Selic,2024-07-12,R6/2024,10.5018,10.5,0.1024,10.25,11.5,137.0,0
Selic,2024-07-12,R5/2024,10.5,10.5,0.0,10.5,10.5,47.0,1
Selic,2024-07-12,R5/2024,10.5018,10.5,0.0477,10.25,11.0,137.0,0
Selic,2024-07-11,R4/2026,9.2024,9.0,0.77,7.5,10.5,21.0,1
Selic,2024-07-11,R4/2026,9.3289,9.25,0.7782,7.5,12.5,76.0,0
Selic,2024-07-11,R3/2026,9.3387,9.25,0.7366,7.5,10.5,31.0,1
Selic,2024-07-11,R3/2026,9.4265,9.5,0.818,7.5,12.5,116.0,0
Selic,2024-07-11,R2/2026,9.375,9.5,0.7126,7.5,10.5,32.0,1
Selic,2024-07-11,R2/2026,9.4786,9.5,0.7982,7.5,12.5,119.0,0
Selic,2024-07-11,R1/2026,9.4375,9.5,0.6903,7.5,10.5,32.0,1
Selic,2024-07-11,R1/2026,9.5538,9.5,0.8012,7.5,12.5,120.0,0
Selic,2024-07-11,R8/2025,9.641,9.5,0.7021,7.5,10.5,39.0,1
Selic,2024-07-11,R8/2025,9.7015,9.5,0.7654,7.5,12.5,140.0,0
Selic,2024-07-11,R7/2025,9.6757,9.75,0.68,7.5,10.5,37.0,1
Selic,2024-07-11,R7/2025,9.7589,9.75,0.7411,7.5,12.5,136.0,0
Selic,2024-07-11,R6/2025,9.7297,9.75,0.6611,7.5,10.5,37.0,1
Selic,2024-07-11,R6/2025,9.8254,9.75,0.7227,7.5,12.5,136.0,0
Selic,2024-07-11,R5/2025,9.8716,9.75,0.5684,8.0,10.5,37.0,1
Selic,2024-07-11,R5/2025,9.9279,9.875,0.6711,8.0,12.5,136.0,0
Selic,2024-07-11,R4/2025,10.0203,10.0,0.4771,8.5,10.5,37.0,1
Selic,2024-07-11,R4/2025,10.0394,10.0,0.6202,8.0,12.5,136.0,0
Selic,2024-07-11,R3/2025,10.1824,10.25,0.3796,9.0,10.5,37.0,1
Selic,2024-07-11,R3/2025,10.1796,10.25,0.5378,8.5,12.5,136.0,0
Selic,2024-07-11,R2/2025,10.3108,10.5,0.2812,9.5,10.5,37.0,1
Selic,2024-07-11,R2/2025,10.3075,10.5,0.4434,8.75,12.5,136.0,0
Selic,2024-07-11,R1/2025,10.4054,10.5,0.187,9.75,10.5,37.0,1
Selic,2024-07-11,R1/2025,10.4081,10.5,0.3559,9.0,12.5,136.0,0
Selic,2024-07-11,R8/2024,10.4695,10.5,0.1131,10.0,10.5,41.0,1
Selic,2024-07-11,R8/2024,10.4769,10.5,0.2458,9.5,12.5,143.0,0
Selic,2024-07-11,R7/2024,10.4936,10.5,0.0395,10.25,10.5,39.0,1
Selic,2024-07-11,R7/2024,10.4929,10.5,0.1662,10.0,12.0,140.0,0
Selic,2024-07-11,R6/2024,10.5,10.5,0.0,10.5,10.5,39.0,1
Selic,2024-07-11,R6/2024,10.5018,10.5,0.1013,10.25,11.5,140.0,0
Selic,2024-07-11,R5/2024,10.5,10.5,0.0,10.5,10.5,39.0,1
Selic,2024-07-11,R5/2024,10.5018,10.5,0.0472,10.25,11.0,140.0,0
Selic,2024-07-10,R4/2026,9.2024,9.0,0.7385,7.5,10.5,21.0,1
Selic,2024-07-10,R4/2026,9.331,9.25,0.7875,7.5,12.5,74.0,0
Selic,2024-07-10,R3/2026,9.3561,9.0,0.7283,7.5,10.5,33.0,1
Selic,2024-07-10,R3/2026,9.404,9.4875,0.8153,7.5,12.5,120.0,0
Selic,2024-07-10,R2/2026,9.3788,9.25,0.7285,7.5,10.5,33.0,1
Selic,2024-07-10,R2/2026,9.461,9.5,0.7912,7.5,12.5,123.0,0
Selic,2024-07-10,R1/2026,9.4545,9.5,0.7083,7.5,10.5,33.0,1
Selic,2024-07-10,R1/2026,9.54,9.5,0.7921,7.5,12.5,124.0,0
Selic,2024-07-10,R8/2025,9.579,9.5,0.6933,7.5,10.5,38.0,1
Selic,2024-07-10,R8/2025,9.6785,9.5,0.7522,7.5,12.5,144.0,0
Selic,2024-07-10,R7/2025,9.6216,9.5,0.6893,7.5,10.5,37.0,1
Selic,2024-07-10,R7/2025,9.7461,9.75,0.7308,7.5,12.5,140.0,0
Selic,2024-07-10,R6/2025,9.6757,9.75,0.6725,7.5,10.5,37.0,1
Selic,2024-07-10,R6/2025,9.8161,9.75,0.715,7.5,12.5,140.0,0
Selic,2024-07-10,R5/2025,9.8176,9.75,0.5889,8.0,10.5,37.0,1
Selic,2024-07-10,R5/2025,9.9175,9.875,0.6679,8.0,12.5,140.0,0
Selic,2024-07-10,R4/2025,9.973,10.0,0.5126,8.5,10.5,37.0,1
Selic,2024-07-10,R4/2025,10.0329,10.0,0.6185,8.0,12.5,140.0,0
Selic,2024-07-10,R3/2025,10.1486,10.25,0.4088,9.0,10.5,37.0,1
Selic,2024-07-10,R3/2025,10.1709,10.25,0.5346,8.5,12.5,140.0,0
Selic,2024-07-10,R2/2025,10.2838,10.5,0.2973,9.5,10.5,37.0,1
Selic,2024-07-10,R2/2025,10.297,10.5,0.4408,8.75,12.5,140.0,0
Selic,2024-07-10,R1/2025,10.3919,10.5,0.1975,9.75,10.5,37.0,1
Selic,2024-07-10,R1/2025,10.3964,10.5,0.3586,9.0,12.5,140.0,0
Selic,2024-07-10,R8/2024,10.4625,10.5,0.1192,10.0,10.5,40.0,1
Selic,2024-07-10,R8/2024,10.4639,10.5,0.2545,9.5,12.5,147.0,0
Selic,2024-07-10,R7/2024,10.4934,10.5,0.04,10.25,10.5,38.0,1
Selic,2024-07-10,R7/2024,10.4826,10.5,0.1734,10.0,12.0,144.0,0
Selic,2024-07-10,R6/2024,10.5,10.5,0.0,10.5,10.5,38.0,1
Selic,2024-07-10,R6/2024,10.4948,10.5,0.1081,10.25,11.5,144.0,0
Selic,2024-07-10,R5/2024,10.5,10.5,0.0,10.5,10.5,38.0,1
Selic,2024-07-10,R5/2024,10.4965,10.5,0.0588,10.25,11.0,144.0,0
Selic,2024-07-09,R4/2026,9.2083,9.0,0.7917,7.5,10.5,18.0,1
Selic,2024-07-09,R4/2026,9.338,9.25,0.8017,7.5,12.5,71.0,0
Selic,2024-07-09,R3/2026,9.3707,9.0,0.7702,7.5,10.5,29.0,1
Selic,2024-07-09,R3/2026,9.4074,9.5,0.8179,7.5,12.5,119.0,0
Selic,2024-07-09,R2/2026,9.4,9.375,0.7572,7.5,10.5,30.0,1
Selic,2024-07-09,R2/2026,9.4648,9.5,0.7934,7.5,12.5,122.0,0
Selic,2024-07-09,R1/2026,9.475,9.5,0.7284,7.5,10.5,30.0,1
Selic,2024-07-09,R1/2026,9.5443,9.5,0.7938,7.5,12.5,123.0,0
Selic,2024-07-09,R8/2025,9.5588,9.5,0.7047,7.5,10.5,34.0,1
Selic,2024-07-09,R8/2025,9.6815,9.5,0.7528,7.5,12.5,143.0,0
Selic,2024-07-09,R7/2025,9.6029,9.5,0.6916,7.5,10.5,34.0,1
Selic,2024-07-09,R7/2025,9.7551,9.75,0.7356,7.5,12.5,139.0,0
Selic,2024-07-09,R6/2025,9.6544,9.75,0.6807,7.5,10.5,34.0,1
Selic,2024-07-09,R6/2025,9.8274,9.75,0.7277,7.5,12.5,139.0,0
Selic,2024-07-09,R5/2025,9.7794,9.75,0.6056,8.0,10.5,34.0,1
Selic,2024-07-09,R5/2025,9.9259,10.0,0.6875,8.0,12.5,139.0,0
Selic,2024-07-09,R4/2025,9.9412,10.0,0.5323,8.5,10.5,34.0,1
Selic,2024-07-09,R4/2025,10.0386,10.0,0.6379,8.0,12.5,139.0,0
Selic,2024-07-09,R3/2025,10.1176,10.25,0.4211,9.0,10.5,34.0,1
Selic,2024-07-09,R3/2025,10.1721,10.25,0.5528,8.5,12.5,139.0,0
Selic,2024-07-09,R2/2025,10.2647,10.5,0.3088,9.5,10.5,34.0,1
Selic,2024-07-09,R2/2025,10.3009,10.5,0.4589,8.75,12.5,139.0,0
Selic,2024-07-09,R1/2025,10.375,10.5,0.2034,9.75,10.5,34.0,1
Selic,2024-07-09,R1/2025,10.3993,10.5,0.373,9.0,12.5,139.0,0
Selic,2024-07-09,R8/2024,10.4583,10.5,0.125,10.0,10.5,36.0,1
Selic,2024-07-09,R8/2024,10.4671,10.5,0.2641,9.5,12.5,146.0,0
Selic,2024-07-09,R7/2024,10.4929,10.5,0.0416,10.25,10.5,35.0,1
Selic,2024-07-09,R7/2024,10.486,10.5,0.1793,10.0,12.0,143.0,0
Selic,2024-07-09,R6/2024,10.5,10.5,0.0,10.5,10.5,35.0,1
Selic,2024-07-09,R6/2024,10.4965,10.5,0.1106,10.25,11.5,143.0,0
Selic,2024-07-09,R5/2024,10.5,10.5,0.0,10.5,10.5,35.0,1
Selic,2024-07-09,R5/2024,10.4965,10.5,0.059,10.25,11.0,143.0,0
Selic,2024-07-08,R4/2026,9.2222,9.125,0.7901,7.5,10.5,18.0,1
Selic,2024-07-08,R4/2026,9.3428,9.25,0.8064,7.5,12.5,70.0,0
Selic,2024-07-08,R3/2026,9.3966,9.25,0.7643,7.5,10.5,29.0,1
Selic,2024-07-08,R3/2026,9.4108,9.5,0.8205,7.5,12.5,118.0,0
Selic,2024-07-08,R2/2026,9.425,9.5,0.7504,7.5,10.5,30.0,1
Selic,2024-07-08,R2/2026,9.4686,9.5,0.7955,7.5,12.5,121.0,0
Selic,2024-07-08,R1/2026,9.4917,9.5,0.7231,7.5,10.5,30.0,1
Selic,2024-07-08,R1/2026,9.5468,9.5,0.7966,7.5,12.5,122.0,0
Selic,2024-07-08,R8/2025,9.5556,9.5,0.6849,7.5,10.5,36.0,1
Selic,2024-07-08,R8/2025,9.6828,9.5,0.7553,7.5,12.5,142.0,0
Selic,2024-07-08,R7/2025,9.5882,9.5,0.6937,7.5,10.5,34.0,1
Selic,2024-07-08,R7/2025,9.7551,9.75,0.7382,7.5,12.5,138.0,0
Selic,2024-07-08,R6/2025,9.625,9.5,0.6813,7.5,10.5,34.0,1
Selic,2024-07-08,R6/2025,9.8261,9.75,0.7302,7.5,12.5,138.0,0
Selic,2024-07-08,R5/2025,9.7353,9.75,0.6062,8.0,10.5,34.0,1
Selic,2024-07-08,R5/2025,9.9235,9.875,0.6894,8.0,12.5,138.0,0
Selic,2024-07-08,R4/2025,9.8824,9.875,0.5363,8.5,10.5,34.0,1
Selic,2024-07-08,R4/2025,10.0352,10.0,0.639,8.0,12.5,138.0,0
Selic,2024-07-08,R3/2025,10.0662,10.125,0.4258,9.0,10.5,34.0,1
Selic,2024-07-08,R3/2025,10.1697,10.25,0.5541,8.5,12.5,138.0,0
Selic,2024-07-08,R2/2025,10.2279,10.375,0.3172,9.5,10.5,34.0,1
Selic,2024-07-08,R2/2025,10.2994,10.5,0.4602,8.75,12.5,138.0,0
Selic,2024-07-08,R1/2025,10.3603,10.5,0.2117,9.75,10.5,34.0,1
