Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Selic,2024-06-10,R4/2024,10.3643,10.25,0.1349,10.0,10.5,140.0,0
Selic,2024-06-07,R3/2026,9.1552,9.0,0.6208,7.5,10.5,29.0,1
Selic,2024-06-07,R3/2026,9.1469,9.0,0.7132,7.0,10.5,98.0,0
Selic,2024-06-07,R2/2026,9.1571,9.0,0.5766,7.5,10.5,35.0,1
Selic,2024-06-07,R2/2026,9.1582,9.0,0.6815,7.0,10.5,115.0,0
Selic,2024-06-07,R1/2026,9.2071,9.0,0.5716,7.5,10.5,35.0,1
Selic,2024-06-07,R1/2026,9.1854,9.0,0.6888,7.0,10.5,117.0,0
Selic,2024-06-07,R8/2025,9.3154,9.25,0.6052,7.5,10.5,41.0,1
Selic,2024-06-07,R8/2025,9.2895,9.25,0.6803,7.5,10.5,142.0,0
Selic,2024-06-07,R7/2025,9.3375,9.375,0.6087,7.5,10.5,40.0,1
Selic,2024-06-07,R7/2025,9.3179,9.25,0.6594,7.5,10.5,135.0,0
Selic,2024-06-07,R6/2025,9.3563,9.375,0.6172,7.5,10.5,40.0,1
Selic,2024-06-07,R6/2025,9.3594,9.5,0.6445,7.5,10.5,135.0,0
Selic,2024-06-07,R5/2025,9.4625,9.5,0.5633,8.0,10.5,40.0,1
Selic,2024-06-07,R5/2025,9.4537,9.5,0.6215,7.5,10.5,135.0,0
Selic,2024-06-07,R4/2025,9.6063,9.5,0.4965,8.5,10.5,40.0,1
Selic,2024-06-07,R4/2025,9.5869,9.5,0.5888,7.5,10.5,135.0,0
Selic,2024-06-07,R3/2025,9.75,9.75,0.4437,8.75,10.5,40.0,1
Selic,2024-06-07,R3/2025,9.7295,9.75,0.5385,7.75,10.5,135.0,0
Selic,2024-06-07,R2/2025,9.9313,10.0,0.3708,9.25,10.5,40.0,1
Selic,2024-06-07,R2/2025,9.8959,10.0,0.4711,8.0,10.5,135.0,0
Selic,2024-06-07,R1/2025,10.0938,10.0,0.2888,9.5,10.5,40.0,1
Selic,2024-06-07,R1/2025,10.0449,10.25,0.4011,8.5,10.5,136.0,0
Selic,2024-06-07,R8/2024,10.25,10.25,0.2782,9.5,10.5,42.0,1
Selic,2024-06-07,R8/2024,10.1537,10.25,0.3596,8.5,10.5,145.0,0
Selic,2024-06-07,R7/2024,10.3049,10.5,0.2439,9.5,10.5,41.0,1
Selic,2024-06-07,R7/2024,10.2014,10.25,0.3077,9.0,10.5,142.0,0
Selic,2024-06-07,R6/2024,10.3537,10.5,0.2137,9.75,10.5,41.0,1
Selic,2024-06-07,R6/2024,10.2482,10.25,0.2595,9.5,10.5,142.0,0
Selic,2024-06-07,R5/2024,10.3841,10.5,0.1839,10.0,10.5,41.0,1
Selic,2024-06-07,R5/2024,10.287,10.25,0.2159,9.75,10.5,142.0,0
Selic,2024-06-07,R4/2024,10.4268,10.5,0.1137,10.25,10.5,41.0,1
Selic,2024-06-07,R4/2024,10.3592,10.25,0.1342,10.0,10.5,142.0,0
Selic,2024-06-06,R3/2026,9.0859,9.0,0.6423,7.5,10.5,32.0,1
Selic,2024-06-06,R3/2026,9.1266,9.0,0.7098,7.0,10.5,96.0,0
Selic,2024-06-06,R2/2026,9.0608,9.0,0.6298,7.5,10.5,37.0,1
Selic,2024-06-06,R2/2026,9.1267,9.0,0.6828,7.0,10.5,114.0,0
Selic,2024-06-06,R1/2026,9.1216,9.0,0.6304,7.5,10.5,37.0,1
Selic,2024-06-06,R1/2026,9.1568,9.0,0.6913,7.0,10.5,116.0,0
Selic,2024-06-06,R8/2025,9.2543,9.215,0.6536,7.5,10.5,42.0,1
Selic,2024-06-06,R8/2025,9.2632,9.25,0.6808,7.5,10.5,141.0,0
Selic,2024-06-06,R7/2025,9.2805,9.25,0.6584,7.5,10.5,41.0,1
Selic,2024-06-06,R7/2025,9.2923,9.25,0.6605,7.5,10.5,134.0,0
Selic,2024-06-06,R6/2025,9.311,9.25,0.669,7.5,10.75,41.0,1
Selic,2024-06-06,R6/2025,9.336,9.25,0.648,7.5,10.75,134.0,0
Selic,2024-06-06,R5/2025,9.4268,9.5,0.6204,8.0,10.75,41.0,1
Selic,2024-06-06,R5/2025,9.4291,9.5,0.6294,7.5,10.75,134.0,0
Selic,2024-06-06,R4/2025,9.5915,9.5,0.5403,8.25,10.75,41.0,1
Selic,2024-06-06,R4/2025,9.5633,9.5,0.5983,7.5,10.75,134.0,0
Selic,2024-06-06,R3/2025,9.75,9.75,0.4718,8.5,10.75,41.0,1
Selic,2024-06-06,R3/2025,9.7089,9.75,0.5475,7.75,10.75,134.0,0
Selic,2024-06-06,R2/2025,9.9268,10.0,0.3953,8.75,10.75,41.0,1
Selic,2024-06-06,R2/2025,9.8746,10.0,0.4781,8.0,10.75,134.0,0
Selic,2024-06-06,R1/2025,10.0549,10.0,0.3244,9.0,10.75,41.0,1
Selic,2024-06-06,R1/2025,10.023,10.0,0.4101,8.5,10.75,135.0,0
Selic,2024-06-06,R8/2024,10.1833,10.25,0.3136,9.25,10.75,45.0,1
Selic,2024-06-06,R8/2024,10.1305,10.25,0.3665,8.5,10.75,144.0,0
Selic,2024-06-06,R7/2024,10.2267,10.25,0.2894,9.5,10.75,43.0,1
Selic,2024-06-06,R7/2024,10.178,10.25,0.3136,9.0,10.75,141.0,0
Selic,2024-06-06,R6/2024,10.2616,10.25,0.2747,9.5,10.5,43.0,1
Selic,2024-06-06,R6/2024,10.2234,10.25,0.2675,9.5,10.5,141.0,0
Selic,2024-06-06,R5/2024,10.3023,10.5,0.2259,9.75,10.5,43.0,1
Selic,2024-06-06,R5/2024,10.2677,10.25,0.2181,9.75,10.5,141.0,0
Selic,2024-06-06,R4/2024,10.3721,10.5,0.1361,10.0,10.5,43.0,1
Selic,2024-06-06,R4/2024,10.344,10.25,0.1349,10.0,10.5,141.0,0
Selic,2024-06-05,R3/2026,9.053,9.0,0.6593,7.5,10.5,33.0,1
Selic,2024-06-05,R3/2026,9.1266,9.0,0.7098,7.0,10.5,96.0,0
Selic,2024-06-05,R2/2026,9.0385,9.0,0.6368,7.5,10.5,39.0,1
Selic,2024-06-05,R2/2026,9.1267,9.0,0.6828,7.0,10.5,114.0,0
Selic,2024-06-05,R1/2026,9.1026,9.0,0.6398,7.5,10.5,39.0,1
Selic,2024-06-05,R1/2026,9.1568,9.0,0.6913,7.0,10.5,116.0,0
Selic,2024-06-05,R8/2025,9.237,9.25,0.6657,7.5,10.5,44.0,1
Selic,2024-06-05,R8/2025,9.2632,9.25,0.6808,7.5,10.5,141.0,0
Selic,2024-06-05,R7/2025,9.2674,9.25,0.6612,7.5,10.5,43.0,1
Selic,2024-06-05,R7/2025,9.2923,9.25,0.6605,7.5,10.5,134.0,0
Selic,2024-06-05,R6/2025,9.3023,9.25,0.6638,7.5,10.75,43.0,1
Selic,2024-06-05,R6/2025,9.336,9.25,0.648,7.5,10.75,134.0,0
Selic,2024-06-05,R5/2025,9.407,9.5,0.6172,8.0,10.75,43.0,1
Selic,2024-06-05,R5/2025,9.4254,9.5,0.6311,7.5,10.75,134.0,0
Selic,2024-06-05,R4/2025,9.564,9.5,0.5394,8.25,10.75,43.0,1
Selic,2024-06-05,R4/2025,9.5596,9.5,0.5995,7.5,10.75,134.0,0
Selic,2024-06-05,R3/2025,9.7326,9.75,0.4682,8.5,10.75,43.0,1
Selic,2024-06-05,R3/2025,9.707,9.75,0.5477,7.75,10.75,134.0,0
Selic,2024-06-05,R2/2025,9.9186,10.0,0.3878,8.75,10.75,43.0,1
Selic,2024-06-05,R2/2025,9.8746,10.0,0.4771,8.0,10.75,134.0,0
Selic,2024-06-05,R1/2025,10.0523,10.0,0.3215,9.0,10.75,43.0,1
Selic,2024-06-05,R1/2025,10.0212,10.0,0.4096,8.5,10.75,135.0,0
Selic,2024-06-05,R8/2024,10.1702,10.25,0.3141,9.25,10.75,47.0,1
Selic,2024-06-05,R8/2024,10.1252,10.25,0.3666,8.5,10.75,144.0,0
Selic,2024-06-05,R7/2024,10.2056,10.25,0.2948,9.5,10.75,45.0,1
Selic,2024-06-05,R7/2024,10.1709,10.25,0.3147,9.0,10.75,141.0,0
Selic,2024-06-05,R6/2024,10.2333,10.25,0.2809,9.5,10.5,45.0,1
Selic,2024-06-05,R6/2024,10.2145,10.25,0.2689,9.5,10.5,141.0,0
Selic,2024-06-05,R5/2024,10.2778,10.25,0.2311,9.75,10.5,45.0,1
Selic,2024-06-05,R5/2024,10.2606,10.25,0.2185,9.75,10.5,141.0,0
Selic,2024-06-05,R4/2024,10.3611,10.25,0.1349,10.0,10.5,45.0,1
Selic,2024-06-05,R4/2024,10.3404,10.25,0.1341,10.0,10.5,141.0,0
Selic,2024-06-04,R3/2026,9.0703,9.0,0.6621,7.5,10.5,32.0,1
Selic,2024-06-04,R3/2026,9.1266,9.0,0.7098,7.0,10.5,96.0,0
Selic,2024-06-04,R2/2026,9.0743,9.0,0.6416,7.5,10.5,37.0,1
Selic,2024-06-04,R2/2026,9.1267,9.0,0.6828,7.0,10.5,114.0,0
Selic,2024-06-04,R1/2026,9.1486,9.0,0.6432,7.5,10.5,37.0,1
Selic,2024-06-04,R1/2026,9.1568,9.0,0.6913,7.0,10.5,116.0,0
Selic,2024-06-04,R8/2025,9.284,9.25,0.6629,7.5,10.5,42.0,1
Selic,2024-06-04,R8/2025,9.2632,9.25,0.6808,7.5,10.5,141.0,0
Selic,2024-06-04,R7/2025,9.3171,9.25,0.6557,7.5,10.5,41.0,1
Selic,2024-06-04,R7/2025,9.2923,9.25,0.6605,7.5,10.5,134.0,0
Selic,2024-06-04,R6/2025,9.3598,9.5,0.6558,7.5,10.75,41.0,1
Selic,2024-06-04,R6/2025,9.336,9.25,0.648,7.5,10.75,134.0,0
Selic,2024-06-04,R5/2025,9.4695,9.5,0.6003,8.0,10.75,41.0,1
Selic,2024-06-04,R5/2025,9.4254,9.5,0.6297,7.5,10.75,134.0,0
Selic,2024-06-04,R4/2025,9.622,9.75,0.5213,8.25,10.75,41.0,1
Selic,2024-06-04,R4/2025,9.5577,9.5,0.6001,7.5,10.75,134.0,0
Selic,2024-06-04,R3/2025,9.7866,9.75,0.4538,8.5,10.75,41.0,1
Selic,2024-06-04,R3/2025,9.7051,9.75,0.548,7.75,10.75,134.0,0
Selic,2024-06-04,R2/2025,9.9573,10.0,0.3822,8.75,10.75,41.0,1
Selic,2024-06-04,R2/2025,9.8728,10.0,0.4771,8.0,10.75,134.0,0
Selic,2024-06-04,R1/2025,10.0793,10.0,0.3287,9.0,10.75,41.0,1
Selic,2024-06-04,R1/2025,10.0193,10.0,0.4103,8.5,10.75,135.0,0
Selic,2024-06-04,R8/2024,10.1833,10.25,0.3136,9.25,10.75,45.0,1
Selic,2024-06-04,R8/2024,10.12,10.25,0.3665,8.5,10.75,144.0,0
Selic,2024-06-04,R7/2024,10.2151,10.25,0.2982,9.5,10.75,43.0,1
Selic,2024-06-04,R7/2024,10.1656,10.25,0.3154,9.0,10.75,141.0,0
Selic,2024-06-04,R6/2024,10.2384,10.25,0.2851,9.5,10.5,43.0,1
Selic,2024-06-04,R6/2024,10.2092,10.25,0.2706,9.5,10.5,141.0,0
Selic,2024-06-04,R5/2024,10.2791,10.25,0.2301,9.75,10.5,43.0,1
Selic,2024-06-04,R5/2024,10.2571,10.25,0.2187,9.75,10.5,141.0,0
Selic,2024-06-04,R4/2024,10.3605,10.25,0.1354,10.0,10.5,43.0,1
Selic,2024-06-04,R4/2024,10.3387,10.25,0.1336,10.0,10.5,141.0,0
Selic,2024-06-03,R3/2026,9.0139,9.0,0.6769,7.5,10.5,36.0,1
Selic,2024-06-03,R3/2026,9.1266,9.0,0.7098,7.0,10.5,96.0,0
Selic,2024-06-03,R2/2026,9.0313,9.0,0.6548,7.5,10.5,40.0,1
Selic,2024-06-03,R2/2026,9.1279,9.0,0.6825,7.0,10.5,113.0,0
Selic,2024-06-03,R1/2026,9.1037,9.0,0.6533,7.5,10.5,41.0,1
Selic,2024-06-03,R1/2026,9.1582,9.0,0.691,7.0,10.5,115.0,0
Selic,2024-06-03,R8/2025,9.2553,9.25,0.6986,7.5,10.5,47.0,1
Selic,2024-06-03,R8/2025,9.2566,9.25,0.6816,7.5,10.5,141.0,0
Selic,2024-06-03,R7/2025,9.2611,9.25,0.683,7.5,10.5,45.0,1
Selic,2024-06-03,R7/2025,9.2848,9.25,0.6623,7.5,10.5,134.0,0
Selic,2024-06-03,R6/2025,9.3,9.25,0.6924,7.5,10.75,45.0,1
Selic,2024-06-03,R6/2025,9.3266,9.25,0.6509,7.5,10.75,134.0,0
Selic,2024-06-03,R5/2025,9.4056,9.5,0.6547,7.5,10.75,45.0,1
Selic,2024-06-03,R5/2025,9.4142,9.5,0.6327,7.5,10.75,134.0,0
Selic,2024-06-03,R4/2025,9.5556,9.5,0.603,7.5,10.75,45.0,1
Selic,2024-06-03,R4/2025,9.5465,9.5,0.601,7.5,10.75,134.0,0
Selic,2024-06-03,R3/2025,9.7222,9.75,0.5197,8.0,10.75,45.0,1
Selic,2024-06-03,R3/2025,9.6939,9.75,0.5478,7.75,10.75,134.0,0
Selic,2024-06-03,R2/2025,9.9056,10.0,0.4259,8.5,10.75,45.0,1
Selic,2024-06-03,R2/2025,9.8616,10.0,0.476,8.0,10.75,134.0,0
Selic,2024-06-03,R1/2025,10.0444,10.0,0.3624,9.0,10.75,45.0,1
Selic,2024-06-03,R1/2025,10.0119,10.0,0.4106,8.5,10.75,135.0,0
Selic,2024-06-03,R8/2024,10.16,10.25,0.327,9.25,10.75,50.0,1
Selic,2024-06-03,R8/2024,10.1148,10.25,0.3676,8.5,10.75,144.0,0
Selic,2024-06-03,R7/2024,10.2031,10.25,0.2961,9.5,10.75,48.0,1
Selic,2024-06-03,R7/2024,10.1621,10.25,0.3159,9.0,10.75,141.0,0
Selic,2024-06-03,R6/2024,10.2344,10.25,0.2814,9.5,10.5,48.0,1
Selic,2024-06-03,R6/2024,10.2057,10.25,0.2701,9.5,10.5,141.0,0
Selic,2024-06-03,R5/2024,10.2708,10.25,0.2329,9.75,10.5,48.0,1
Selic,2024-06-03,R5/2024,10.2535,10.25,0.2188,9.75,10.5,141.0,0
Selic,2024-06-03,R4/2024,10.3594,10.25,0.1341,10.0,10.5,48.0,1
Selic,2024-06-03,R4/2024,10.3369,10.25,0.1331,10.0,10.5,141.0,0
Selic,2024-05-31,R3/2026,9.1563,9.0,0.6872,7.5,10.5,56.0,1
Selic,2024-05-31,R3/2026,9.1266,9.0,0.7133,7.0,10.5,94.0,0
Selic,2024-05-31,R2/2026,9.1591,9.0,0.6609,7.5,10.5,66.0,1
Selic,2024-05-31,R2/2026,9.1256,9.0,0.6905,7.0,10.5,113.0,0
Selic,2024-05-31,R1/2026,9.1775,9.0,0.6904,7.5,10.5,69.0,1
Selic,2024-05-31,R1/2026,9.146,9.0,0.6994,7.0,10.5,116.0,0
Selic,2024-05-31,R8/2025,9.2695,9.0,0.7011,7.5,10.5,77.0,1
Selic,2024-05-31,R8/2025,9.232,9.183,0.6994,7.5,10.5,143.0,0
Selic,2024-05-31,R7/2025,9.2867,9.25,0.6803,7.5,10.5,75.0,1
Selic,2024-05-31,R7/2025,9.2623,9.25,0.6755,7.5,10.5,136.0,0
Selic,2024-05-31,R6/2025,9.3333,9.25,0.6848,7.5,10.75,75.0,1
Selic,2024-05-31,R6/2025,9.3071,9.25,0.6607,7.5,10.75,136.0,0
Selic,2024-05-31,R5/2025,9.43,9.5,0.6678,7.5,10.75,75.0,1
Selic,2024-05-31,R5/2025,9.3952,9.25,0.6399,7.5,10.75,136.0,0
Selic,2024-05-31,R4/2025,9.5733,9.5,0.6361,7.5,10.75,75.0,1
Selic,2024-05-31,R4/2025,9.5275,9.5,0.6092,7.5,10.75,136.0,0
Selic,2024-05-31,R3/2025,9.73,9.75,0.5799,7.75,10.75,75.0,1
Selic,2024-05-31,R3/2025,9.6764,9.75,0.5559,7.75,10.75,136.0,0
Selic,2024-05-31,R2/2025,9.8833,10.0,0.5153,8.0,10.75,75.0,1
Selic,2024-05-31,R2/2025,9.8397,10.0,0.4888,8.0,10.75,136.0,0
Selic,2024-05-31,R1/2025,10.03,10.25,0.432,8.5,10.75,75.0,1
Selic,2024-05-31,R1/2025,9.9899,10.0,0.423,8.5,10.75,137.0,0
Selic,2024-05-31,R8/2024,10.1469,10.25,0.3507,9.25,10.75,80.0,1
Selic,2024-05-31,R8/2024,10.091,10.25,0.3744,8.5,10.75,146.0,0
Selic,2024-05-31,R7/2024,10.1859,10.25,0.3112,9.5,10.75,78.0,1
Selic,2024-05-31,R7/2024,10.1353,10.25,0.3242,9.0,10.75,143.0,0
Selic,2024-05-31,R6/2024,10.2276,10.25,0.2779,9.5,10.5,78.0,1
Selic,2024-05-31,R6/2024,10.1801,10.25,0.2764,9.5,10.5,143.0,0
Selic,2024-05-31,R5/2024,10.2628,10.25,0.2296,9.75,10.5,78.0,1
Selic,2024-05-31,R5/2024,10.2308,10.25,0.2214,9.75,10.5,143.0,0
Selic,2024-05-31,R4/2024,10.3429,10.25,0.1393,10.0,10.5,78.0,1
Selic,2024-05-31,R4/2024,10.3252,10.25,0.1323,10.0,10.5,143.0,0
Selic,2024-05-29,R3/2026,9.1806,9.0,0.6674,7.5,10.5,54.0,1
Selic,2024-05-29,R3/2026,9.1022,9.0,0.7003,7.0,10.5,92.0,0
Selic,2024-05-29,R2/2026,9.1758,9.0,0.643,7.5,10.5,64.0,1
Selic,2024-05-29,R2/2026,9.1,9.0,0.6767,7.0,10.5,112.0,0
Selic,2024-05-29,R1/2026,9.1903,9.0,0.6734,7.5,10.5,67.0,1
Selic,2024-05-29,R1/2026,9.1212,9.0,0.6855,7.0,10.5,115.0,0
Selic,2024-05-29,R8/2025,9.276,9.25,0.6927,7.5,10.5,77.0,1
Selic,2024-05-29,R8/2025,9.2108,9.0915,0.689,7.5,10.5,142.0,0
Selic,2024-05-29,R7/2025,9.2933,9.25,0.6713,7.5,10.5,75.0,1
Selic,2024-05-29,R7/2025,9.2401,9.25,0.6649,7.5,10.5,135.0,0
Selic,2024-05-29,R6/2025,9.3367,9.25,0.6689,7.5,10.5,75.0,1
Selic,2024-05-29,R6/2025,9.2853,9.25,0.6456,7.5,10.5,135.0,0
Selic,2024-05-29,R5/2025,9.43,9.5,0.669,7.5,10.5,75.0,1
Selic,2024-05-29,R5/2025,9.3741,9.25,0.6324,7.5,10.5,135.0,0
Selic,2024-05-29,R4/2025,9.56,9.5,0.653,7.5,10.5,75.0,1
Selic,2024-05-29,R4/2025,9.5054,9.5,0.6059,7.5,10.5,135.0,0
Selic,2024-05-29,R3/2025,9.71,9.75,0.5931,7.75,10.5,75.0,1
Selic,2024-05-29,R3/2025,9.6555,9.75,0.5569,7.75,10.5,135.0,0
Selic,2024-05-29,R2/2025,9.8633,10.0,0.5169,8.0,10.5,75.0,1
Selic,2024-05-29,R2/2025,9.8182,10.0,0.4951,8.0,10.5,135.0,0
Selic,2024-05-29,R1/2025,10.0167,10.25,0.4269,8.5,10.5,75.0,1
Selic,2024-05-29,R1/2025,9.9696,10.0,0.4295,8.5,10.5,136.0,0
Selic,2024-05-29,R8/2024,10.1378,10.25,0.3459,9.25,10.5,78.0,1
Selic,2024-05-29,R8/2024,10.068,10.25,0.3819,8.5,10.5,144.0,0
Selic,2024-05-29,R7/2024,10.1851,10.25,0.2972,9.5,10.5,77.0,1
Selic,2024-05-29,R7/2024,10.1152,10.25,0.3292,9.0,10.5,142.0,0
Selic,2024-05-29,R6/2024,10.237,10.25,0.2639,9.5,10.5,77.0,1
Selic,2024-05-29,R6/2024,10.1637,10.25,0.2831,9.5,10.5,142.0,0
Selic,2024-05-29,R5/2024,10.2695,10.25,0.2235,9.75,10.5,77.0,1
Selic,2024-05-29,R5/2024,10.2165,10.25,0.2283,9.5,10.5,142.0,0
Selic,2024-05-29,R4/2024,10.3409,10.25,0.139,10.0,10.5,77.0,1
Selic,2024-05-29,R4/2024,10.3134,10.25,0.1405,9.75,10.5,142.0,0
Selic,2024-05-28,R3/2026,9.193,9.0,0.6421,7.5,10.5,57.0,1
Selic,2024-05-28,R3/2026,9.106,9.0,0.6944,7.0,10.5,91.0,0
Selic,2024-05-28,R2/2026,9.1808,9.0,0.6302,7.5,10.5,65.0,1
Selic,2024-05-28,R2/2026,9.0933,9.0,0.6765,7.0,10.5,112.0,0
Selic,2024-05-28,R1/2026,9.1875,9.0,0.6661,7.5,10.5,68.0,1
Selic,2024-05-28,R1/2026,9.1147,9.0,0.6854,7.0,10.5,115.0,0
Selic,2024-05-28,R8/2025,9.2564,9.0,0.6957,7.5,10.5,78.0,1
Selic,2024-05-28,R8/2025,9.202,9.0,0.6894,7.5,10.5,142.0,0
Selic,2024-05-28,R7/2025,9.2664,9.25,0.6814,7.5,10.5,76.0,1
Selic,2024-05-28,R7/2025,9.229,9.25,0.6688,7.5,10.5,135.0,0
Selic,2024-05-28,R6/2025,9.3026,9.25,0.685,7.5,10.5,76.0,1
Selic,2024-05-28,R6/2025,9.2724,9.25,0.653,7.5,10.5,135.0,0
Selic,2024-05-28,R5/2025,9.3882,9.25,0.6923,7.5,10.5,76.0,1
Selic,2024-05-28,R5/2025,9.3611,9.25,0.6424,7.5,10.5,135.0,0
Selic,2024-05-28,R4/2025,9.523,9.5,0.6666,7.5,10.5,76.0,1
Selic,2024-05-28,R4/2025,9.4906,9.5,0.6195,7.5,10.5,135.0,0
Selic,2024-05-28,R3/2025,9.6875,9.75,0.6031,7.75,10.5,76.0,1
Selic,2024-05-28,R3/2025,9.6425,9.75,0.5714,7.75,10.5,135.0,0
Selic,2024-05-28,R2/2025,9.8553,10.0,0.5276,8.0,10.5,76.0,1
Selic,2024-05-28,R2/2025,9.8052,10.0,0.5118,8.0,10.5,135.0,0
Selic,2024-05-28,R1/2025,10.0164,10.25,0.443,8.5,10.5,76.0,1
Selic,2024-05-28,R1/2025,9.9567,10.0,0.4478,8.5,10.5,136.0,0
Selic,2024-05-28,R8/2024,10.1392,10.25,0.364,9.0,10.5,79.0,1
Selic,2024-05-28,R8/2024,10.0558,10.25,0.4,8.5,10.5,144.0,0
Selic,2024-05-28,R7/2024,10.1923,10.25,0.3047,9.25,10.5,78.0,1
Selic,2024-05-28,R7/2024,10.1064,10.25,0.3419,9.0,10.5,142.0,0
Selic,2024-05-28,R6/2024,10.25,10.25,0.2594,9.5,10.5,78.0,1
Selic,2024-05-28,R6/2024,10.1585,10.25,0.2899,9.5,10.5,142.0,0
Selic,2024-05-28,R5/2024,10.2853,10.25,0.2183,9.75,10.5,78.0,1
Selic,2024-05-28,R5/2024,10.2148,10.25,0.2309,9.5,10.5,142.0,0
Selic,2024-05-28,R4/2024,10.3462,10.25,0.14,10.0,10.5,78.0,1
Selic,2024-05-28,R4/2024,10.3116,10.25,0.1429,9.75,10.5,142.0,0
Selic,2024-05-27,R3/2026,9.2193,9.0,0.664,7.5,10.5,57.0,1
Selic,2024-05-27,R3/2026,9.106,9.0,0.6944,7.0,10.5,91.0,0
Selic,2024-05-27,R2/2026,9.2,9.0,0.6507,7.5,10.5,65.0,1
Selic,2024-05-27,R2/2026,9.0911,9.0,0.6764,7.0,10.5,112.0,0
Selic,2024-05-27,R1/2026,9.2022,9.0,0.6837,7.5,10.5,68.0,1
Selic,2024-05-27,R1/2026,9.1103,9.0,0.6845,7.0,10.5,115.0,0
Selic,2024-05-27,R8/2025,9.2654,9.0,0.7053,7.5,10.5,81.0,1
Selic,2024-05-27,R8/2025,9.1963,9.0,0.6905,7.5,10.5,141.0,0
Selic,2024-05-27,R7/2025,9.276,9.25,0.6997,7.5,10.5,77.0,1
Selic,2024-05-27,R7/2025,9.2233,9.25,0.67,7.5,10.5,134.0,0
Selic,2024-05-27,R6/2025,9.3084,9.25,0.7024,7.5,10.5,77.0,1
Selic,2024-05-27,R6/2025,9.2651,9.25,0.6542,7.5,10.5,134.0,0
Selic,2024-05-27,R5/2025,9.3896,9.25,0.7077,7.5,10.5,77.0,1
Selic,2024-05-27,R5/2025,9.3545,9.25,0.6431,7.5,10.5,134.0,0
Selic,2024-05-27,R4/2025,9.5227,9.5,0.6768,7.5,10.5,77.0,1
Selic,2024-05-27,R4/2025,9.485,9.5,0.6198,7.5,10.5,134.0,0
Selic,2024-05-27,R3/2025,9.6818,9.75,0.6079,7.75,10.5,77.0,1
Selic,2024-05-27,R3/2025,9.6361,9.75,0.5703,7.75,10.5,134.0,0
Selic,2024-05-27,R2/2025,9.8474,10.0,0.5302,8.0,10.5,77.0,1
Selic,2024-05-27,R2/2025,9.8,10.0,0.5111,8.0,10.5,134.0,0
Selic,2024-05-27,R1/2025,10.0065,10.25,0.4432,8.5,10.5,77.0,1
Selic,2024-05-27,R1/2025,9.9527,10.0,0.447,8.5,10.5,135.0,0
Selic,2024-05-27,R8/2024,10.1311,10.25,0.3604,9.0,10.5,82.0,1
Selic,2024-05-27,R8/2024,10.0527,10.25,0.3996,8.5,10.5,143.0,0
Selic,2024-05-27,R7/2024,10.1852,10.25,0.3012,9.25,10.5,81.0,1
Selic,2024-05-27,R7/2024,10.1036,10.25,0.3415,9.0,10.5,141.0,0
Selic,2024-05-27,R6/2024,10.2438,10.25,0.2575,9.5,10.5,81.0,1
Selic,2024-05-27,R6/2024,10.156,10.25,0.2895,9.5,10.5,141.0,0
Selic,2024-05-27,R5/2024,10.2778,10.25,0.2187,9.75,10.5,81.0,1
Selic,2024-05-27,R5/2024,10.2128,10.25,0.2305,9.5,10.5,141.0,0
Selic,2024-05-27,R4/2024,10.3426,10.25,0.1386,10.0,10.5,81.0,1
Selic,2024-05-27,R4/2024,10.3103,10.25,0.1425,9.75,10.5,141.0,0
Selic,2024-05-24,R3/2026,9.2284,9.0,0.689,7.0,10.5,58.0,1
Selic,2024-05-24,R3/2026,9.1169,9.0,0.6859,7.0,10.5,89.0,0
Selic,2024-05-24,R2/2026,9.2077,9.0,0.6802,7.0,10.5,65.0,1
Selic,2024-05-24,R2/2026,9.0777,9.0,0.6829,7.0,10.5,112.0,0
Selic,2024-05-24,R1/2026,9.209,9.0,0.7158,7.0,10.5,67.0,1
Selic,2024-05-24,R1/2026,9.0951,9.0,0.6911,7.0,10.5,115.0,0
Selic,2024-05-24,R8/2025,9.275,9.0,0.7133,7.5,10.5,80.0,1
Selic,2024-05-24,R8/2025,9.1821,9.0,0.6969,7.5,10.5,141.0,0
Selic,2024-05-24,R7/2025,9.3052,9.25,0.7009,7.5,10.5,77.0,1
Selic,2024-05-24,R7/2025,9.2083,9.209,0.6748,7.5,10.5,134.0,0
Selic,2024-05-24,R6/2025,9.3409,9.25,0.6896,7.5,10.5,77.0,1
Selic,2024-05-24,R6/2025,9.2539,9.25,0.6536,7.5,10.5,134.0,0
Selic,2024-05-24,R5/2025,9.4253,9.25,0.6815,7.5,10.5,77.0,1
Selic,2024-05-24,R5/2025,9.3451,9.25,0.6391,7.5,10.5,134.0,0
Selic,2024-05-24,R4/2025,9.5617,9.5,0.6398,7.5,10.5,77.0,1
Selic,2024-05-24,R4/2025,9.4756,9.5,0.6138,7.5,10.5,134.0,0
Selic,2024-05-24,R3/2025,9.7078,9.75,0.5872,7.75,10.5,77.0,1
Selic,2024-05-24,R3/2025,9.6268,9.75,0.5769,7.5,10.5,134.0,0
Selic,2024-05-24,R2/2025,9.8701,10.0,0.5122,8.0,10.5,77.0,1
Selic,2024-05-24,R2/2025,9.7851,10.0,0.5196,8.0,10.5,134.0,0
Selic,2024-05-24,R1/2025,10.026,10.25,0.4237,8.5,10.5,77.0,1
Selic,2024-05-24,R1/2025,9.936,10.0,0.4537,8.5,10.5,135.0,0
